,index,time,mod_B,Bx,By,Bz,r_sat,posX,posY,posZ
1239,58368,16.21347222222222,41.530905672763744,10.666,35.457,18.811,1976.4049828662505,3989.9178999999995,-3093.2187,1818.083
1240,58369,16.213749999999997,41.432444219476125,10.317,35.196000000000005,19.273000000000003,1977.7507519824023,3992.4925000000003,-3093.2326,1816.3790000000001
1241,58370,16.214027777777776,41.171007153092575,9.981,35.155,18.962,1979.096378878004,3995.0659,-3093.2456,1814.6745000000003
1242,58371,16.214305555555555,41.068417561430344,9.761,35.466,18.262,1980.4419029788255,3997.6382,-3093.2577,1812.9694
1243,58372,16.214583333333334,40.68837566185212,10.077,35.392,17.360999999999997,1981.7873909246628,4000.2094000000006,-3093.2689,1811.2639
1244,58373,16.214861111111112,40.4029277404497,10.748000000000001,35.195,16.679,1983.1328316391584,4002.7794999999996,-3093.2792999999997,1809.5578
1245,58374,16.21513888888889,40.41511417774296,10.809,35.158,16.747000000000003,1984.478291285105,4005.3485,-3093.2889,1807.8512999999998
1246,58375,16.215416666666663,40.19573018368991,10.519,34.67,17.408,1985.8236440800677,4007.9164000000005,-3093.2976000000003,1806.1442
1247,58376,16.215694444444445,39.95070438678147,10.22,34.205,17.934,1987.1690136693935,4010.4832,-3093.3055,1804.4366999999997
1248,58377,16.21597222222222,39.541942542065385,9.474,33.7,18.387999999999998,1988.514274173605,4013.0489000000002,-3093.3125,1802.7286
1249,58378,16.21625,39.24029919610705,8.815999999999999,33.559999999999995,18.325,1989.8594917624373,4015.6135000000004,-3093.3186,1801.0201000000002
1250,58379,16.216527777777777,39.27578712132959,9.273,33.629999999999995,18.044999999999998,1991.2045812537478,4018.1769,-3093.3239000000003,1799.3110000000001
1251,58380,16.216805555555556,39.356305047603236,9.845,33.569,18.031,1992.5496670373432,4020.7392999999997,-3093.3283,1797.6014
1252,58381,16.21708333333333,39.33015630530852,10.294999999999998,33.327,18.171,1993.894764087725,4023.3006,-3093.3318999999997,1795.8914
1253,58382,16.21736111111111,39.51259735831093,10.419,33.23,18.667,1995.2397629579689,4025.8606999999997,-3093.3347000000003,1794.1809
1254,58383,16.21763888888889,39.5242209284383,10.25,33.066,19.072,1996.5846802965166,4028.4197,-3093.3366,1792.4699
1255,58384,16.217916666666664,39.39633765973685,10.59,32.939,18.84,1997.9295145144024,4030.9776000000006,-3093.3376,1790.7584
1256,58385,16.218194444444443,39.58414998455821,10.719000000000001,33.288,18.544999999999998,1999.2742652273187,4033.5343999999996,-3093.3377,1789.0464
1257,58386,16.21847222222222,39.73087935095321,10.518,33.515,18.565,2000.6189881755447,4036.0901,-3093.337,1787.3339
1258,58387,16.21875,39.951277964540765,10.809000000000001,33.867000000000004,18.229000000000003,2001.9637156024237,4038.6447,-3093.3355,1785.6209999999999
1259,58388,16.219027777777775,40.12417565508356,11.395999999999999,33.916000000000004,18.16,2003.3083230125903,4041.1982000000003,-3093.3331,1783.9075
1260,58389,16.219305555555557,40.08161501237195,11.203,34.022000000000006,17.987000000000002,2004.6528753987354,4043.7506000000003,-3093.3298,1782.1936
1261,58390,16.219583333333333,39.94016334468351,10.790000000000001,33.978,18.008,2005.997453650878,4046.3019,-3093.3257999999996,1780.4792000000002
1262,58391,16.219861111111108,39.835460760483244,10.397000000000002,33.910000000000004,18.134999999999998,2007.341941604594,4048.8521,-3093.3209,1778.7643
