  2017 352  0  0  2 661 352.000030808      -6.92      1.52      0.42  0.       -5055.998       6467.089       3568.953    0.000  -0.139   0.381   0.
  2017 352  0  0  3 505 352.000040573      -6.89      1.56      0.57  0.       -5056.613       6466.686       3567.677    0.000  -0.139   0.381   0.
  2017 352  0  0  4 505 352.000052147      -6.86      1.92      0.61  0.       -5057.342       6466.208       3566.164    0.000  -0.139   0.381   0.
  2017 352  0  0  5 505 352.000063721      -6.87      2.16      0.64  0.       -5058.071       6465.729       3564.651    0.000  -0.139   0.381   0.
  2017 352  0  0  6 505 352.000075295      -6.88      2.32      0.59  0.       -5058.799       6465.250       3563.138    0.000  -0.139   0.381   0.
  2017 352  0  0  7 505 352.000086869      -6.83      2.57      0.40  0.       -5059.527       6464.771       3561.625    0.000  -0.139   0.381   0.
  2017 352  0  0  8 505 352.000098443      -6.83      2.63      0.21  0.       -5060.255       6464.291       3560.111    0.000  -0.139   0.381   0.
  2017 352  0  0  9 505 352.000110017      -6.95      2.43      0.09  0.       -5060.982       6463.811       3558.597    0.000  -0.139   0.381   0.
  2017 352  0  0 10 505 352.000121591      -6.97      2.17      0.22  0.       -5061.709       6463.331       3557.083    0.000  -0.139   0.381   0.
  2017 352  0  0 11 505 352.000133166      -7.05      2.12      0.41  0.       -5062.436       6462.850       3555.569    0.000  -0.139   0.381   0.
  2017 352  0  0 12 505 352.000144740      -7.14      2.20      0.52  0.       -5063.163       6462.368       3554.055    0.000  -0.139   0.381   0.
  2017 352  0  0 13 505 352.000156314      -7.33      2.41      0.46  0.       -5063.889       6461.887       3552.540    0.000  -0.139   0.381   0.
  2017 352  0  0 14 505 352.000167888      -7.30      2.55      0.29  0.       -5064.615       6461.405       3551.025    0.000  -0.139   0.381   0.
  2017 352  0  0 15 505 352.000179462      -7.15      2.53      0.21  0.       -5065.340       6460.922       3549.510    0.000  -0.139   0.381   0.
  2017 352  0  0 16 505 352.000191034      -7.04      2.71      0.14  0.       -5066.066       6460.440       3547.995    0.000  -0.139   0.381   0.
  2017 352  0  0 17 505 352.000202607      -7.06      2.91      0.06  0.       -5066.791       6459.956       3546.479    0.000  -0.139   0.381   0.
  2017 352  0  0 18 505 352.000214181      -7.02      2.97     -0.01  0.       -5067.515       6459.473       3544.964    0.000  -0.139   0.381   0.
