,Fecha,orbita,pred,B,time,posX,posY,posZ
0,2015-01-01,1,2,"[35.50682664 35.40434119 35.26859387 35.12744741 34.99452699 34.89658325
 34.82373643 34.72167954 34.59408985 34.49815652 34.45118943 34.43792121
 34.42866335 34.43695759 34.45144495 34.42595649 34.43107231 34.51310978
 34.66508322 34.77384186 34.82962541 34.89860403 35.01668876 35.16612135
 35.26929976 35.33693916 35.38007341 35.39885914 35.40822281 35.39892299
 35.36890092 35.32404025 35.29907154 35.25339027 35.21527426 35.24692469
 35.29709627 35.29039779 35.23417682 35.18515987 35.14229163 35.10475303
 35.08957718 35.08287042 35.14719065 35.27754205 35.42181505 35.5699623
 35.70905543 35.87541308 36.05672379 36.26261594 36.4208306  36.55603147
 36.71182063 36.89045435 37.06216489 37.20285896 37.32238005 37.44650271
 37.56544422 37.64993965 37.67026789 37.66531814 37.61926079 37.55966344
 37.4564371  37.31458508 37.15969158 36.98204214 36.79953078 36.64827959
 36.56395299 36.51894716 36.4305588  36.25779622 36.0096114  35.73932848
 35.48973529 35.263293   35.05286958 34.86245138 34.68323608 34.49122505
 34.30341229 34.12535662 33.98151115 33.85144187 33.74105059 33.65139653
 33.60522502 33.55229601 33.44956252 33.32730479 33.1953753  33.0780889
 33.01122887 32.9927968  32.98170273 32.95227089 32.90701084 32.84686758
 32.82367452 32.80882614 32.79798694 32.77705094 32.75038403 32.74160871
 32.76067549 32.78928539 32.79464201 32.75063262 32.69640316 32.66380328
 32.65444644 32.65620468 32.6664864  32.67364029 32.67696505 32.68678158]","[3.67347222 3.67375    3.67402778 3.67430556 3.67458333 3.67486111
 3.67513889 3.67541667 3.67569444 3.67597222 3.67625    3.67652778
 3.67680556 3.67708333 3.67736111 3.67763889 3.67791667 3.67819444
 3.67847222 3.67875    3.67902778 3.67930556 3.67958333 3.67986111
 3.68013889 3.68041667 3.68069444 3.68097222 3.68125    3.68152778
 3.68180556 3.68208333 3.68236111 3.68263889 3.68291667 3.68319444
 3.68347222 3.68375    3.68402778 3.68430556 3.68458333 3.68486111
 3.68513889 3.68541667 3.68569444 3.68597222 3.68625    3.68652778
 3.68680556 3.68708333 3.68736111 3.68763889 3.68791667 3.68819444
 3.68847222 3.68875    3.68902778 3.68930556 3.68958333 3.68986111
 3.69013889 3.69041667 3.69069444 3.69097222 3.69125    3.69152778
 3.69180556 3.69208333 3.69236111 3.69263889 3.69291667 3.69319444
 3.69347222 3.69375    3.69402778 3.69430556 3.69458333 3.69486111
 3.69513889 3.69541667 3.69569444 3.69597222 3.69625    3.69652778
 3.69680556 3.69708333 3.69736111 3.69763889 3.69791667 3.69819444
 3.69847222 3.69875    3.69902778 3.69930556 3.69958333 3.69986111
 3.70013889 3.70041667 3.70069444 3.70097222 3.70125    3.70152778
 3.70180556 3.70208333 3.70236111 3.70263889 3.70291667 3.70319444
 3.70347222 3.70375    3.70402778 3.70430556 3.70458333 3.70486111
 3.70513889 3.70541667 3.70569444 3.70597222 3.70625    3.70652778]","[439.22625 442.5118  445.7971  449.0822  452.367   455.65155 458.9358
 462.2198  465.50355 468.787   472.07015 475.35305 478.63565 481.918
 485.20005 488.4818  491.7633  495.0445  498.32545 501.60605 504.8864
 508.16645 511.4462  514.72565 518.0048  521.28365 524.5622  527.84045
 531.1184  534.396   537.67335 540.9504  544.2271  547.5035  550.7796
 554.0554  557.33085 560.606   563.8808  567.1553  570.42945 573.7033
 576.9768  580.24995 583.5228  586.7953  590.0675  593.33935 596.61085
 599.88205 603.15285 606.42335 609.6935  612.9633  616.23275 619.50185
 622.7706  626.039   629.30705 632.57475 635.8421  639.10905 642.3757
 645.64195 648.90785 652.1734  655.43855 658.70335 661.96775 665.2318
 668.4955  671.7588  675.02175 678.2843  681.5465  684.8083  688.0697
 691.33075 694.5914  697.85165 701.1115  704.371   707.6301  710.8888
 714.1471  717.405   720.66255 723.91965 727.1764  730.43275 733.6887
 736.9442  740.1993  743.454   746.7083  749.9622  753.2157  756.46875
 759.7214  762.97365 766.2255  769.4769  772.72785 775.97845 779.2286
 782.47835 785.72765 788.97655 792.225   795.473   798.72055 801.9677
 805.21445 808.46075 811.7066  814.952   818.197   821.44155 824.68565
 827.9293 ]","[-2736.7622  -2738.53315 -2740.3025  -2742.0702  -2743.8363  -2745.60075
 -2747.36355 -2749.12475 -2750.8843  -2752.6422  -2754.3985  -2756.15315
 -2757.9062  -2759.6576  -2761.40735 -2763.1555  -2764.90205 -2766.64695
 -2768.3902  -2770.13185 -2771.87185 -2773.61025 -2775.347   -2777.08215
 -2778.81565 -2780.54755 -2782.2778  -2784.00645 -2785.73345 -2787.45885
 -2789.18265 -2790.90485 -2792.6254  -2794.3443  -2796.0616  -2797.77725
 -2799.4913  -2801.20375 -2802.9146  -2804.62385 -2806.33145 -2808.0374
 -2809.74175 -2811.4445  -2813.14565 -2814.84515 -2816.54305 -2818.2393
 -2819.93395 -2821.627   -2823.3184  -2825.0082  -2826.6964  -2828.383
 -2830.068   -2831.7514  -2833.43315 -2835.1133  -2836.7918  -2838.4687
 -2840.144   -2841.8177  -2843.4898  -2845.16025 -2846.8291  -2848.49635
 -2850.162   -2851.82605 -2853.4885  -2855.1493  -2856.8085  -2858.4661
 -2860.12205 -2861.77645 -2863.4292  -2865.08035 -2866.7299  -2868.37785
 -2870.0242  -2871.66895 -2873.3121  -2874.95365 -2876.5936  -2878.23195
 -2879.86865 -2881.50375 -2883.1373  -2884.7692  -2886.39955 -2888.0283
 -2889.65545 -2891.28095 -2892.9049  -2894.5272  -2896.14795 -2897.7671
 -2899.38465 -2901.0006  -2902.615   -2904.22775 -2905.8389  -2907.4485
 -2909.0565  -2910.6629  -2912.2677  -2913.87095 -2915.47255 -2917.0726
 -2918.671   -2920.26785 -2921.8631  -2923.4568  -2925.0489  -2926.6394
 -2928.2283  -2929.8156  -2931.40135 -2932.9855  -2934.568   -2936.149  ]","[3094.4937  3093.9976  3093.4997  3092.99995 3092.4983  3091.99485
 3091.48955 3090.9824  3090.4734  3089.9626  3089.44995 3088.9355
 3088.41915 3087.901   3087.381   3086.8592  3086.3356  3085.81015
 3085.28285 3084.75375 3084.22285 3083.69015 3083.1556  3082.61925
 3082.08115 3081.54115 3080.9994  3080.45585 3079.9105  3079.3633
 3078.8143  3078.26355 3077.711   3077.15665 3076.60055 3076.04265
 3075.4829  3074.9214  3074.35815 3073.7931  3073.22625 3072.6576
 3072.0872  3071.515   3070.941   3070.3653  3069.7878  3069.20855
 3068.6275  3068.0447  3067.46015 3066.8738  3066.28575 3065.6959
 3065.1043  3064.51095 3063.91585 3063.319   3062.7204  3062.12005
 3061.51795 3060.91415 3060.3086  3059.7013  3059.0923  3058.4815
 3057.86895 3057.2547  3056.6387  3056.021   3055.4016  3054.78045
 3054.15755 3053.53295 3052.90665 3052.2786  3051.64885 3051.0174
 3050.3842  3049.7493  3049.1127  3048.4744  3047.8344  3047.1927
 3046.54925 3045.90415 3045.25735 3044.60885 3043.95865 3043.30675
 3042.65315 3041.99785 3041.3409  3040.68225 3040.0219  3039.3599
 3038.6962  3038.0308  3037.36375 3036.69505 3036.02465 3035.35255
 3034.6788  3034.0034  3033.32635 3032.6476  3031.9672  3031.28515
 3030.60145 3029.9161  3029.22905 3028.5404  3027.85005 3027.15805
 3026.4644  3025.7691  3025.0722  3024.37365 3023.67345 3022.9716 ]"
1,2015-01-01,1,2,"[32.71791383 32.74806226 32.77181231 32.80424977 32.81709684 32.83391627
 32.87003102 32.91505808 32.93719439 32.9558791  32.97870345 33.00770035
 33.03641036 33.04796088 33.06423019 33.08897657 33.11662962 33.12667874
 33.10997047 33.08434633 33.0541654  33.02917834 32.98110771 32.9562554
 32.95573452 32.94112237 32.89501392 32.83140605 32.78048993 32.72815761
 32.68207644 32.63981095 32.62822996 32.63507204 32.64382846 32.61758235
 32.57918842 32.55441535 32.55926107 32.56226302 32.5551692  32.55000551
 32.54258277 32.50567475 32.46780217 32.44627685 32.4467322  32.44453198
 32.42781434 32.40466873 32.37536783 32.35384355 32.31395301 32.24230278
 32.17656926 32.13571549 32.11314558 32.10401796 32.08768668 32.08302496
 32.07109705 32.05406502 32.03234547 32.00583001 31.98105583 31.95109739
 31.93262195 31.93331672 31.93395577 31.93457392 31.93901726 31.95548362
 31.96107759 31.99039305 32.00371094 32.02687125 32.03594733 32.00951794
 31.97485741 31.9140812  31.86161228 31.80111436 31.75176515 31.7361311
 31.71337864 31.69257202 31.67347396 31.65295014 31.64759853 31.65095309
 31.63740816 31.5988359  31.56295593 31.54341238 31.53455404 31.52040852
 31.50628458 31.50283853 31.48753643 31.50522    31.52984082 31.5363285
 31.5541464  31.54962921 31.55929318 31.57300969 31.57178572 31.57823609
 31.58367339 31.57581451 31.57692719 31.58955011 31.61431128 31.60689554
 31.62247551 31.61466112 31.60644965 31.58938732 31.58232539 31.55844472]","[3.70680556 3.70708333 3.70736111 3.70763889 3.70791667 3.70819444
 3.70847222 3.70875    3.70902778 3.70930556 3.70958333 3.70986111
 3.71013889 3.71041667 3.71069444 3.71097222 3.71125    3.71152778
 3.71180556 3.71208333 3.71236111 3.71263889 3.71291667 3.71319444
 3.71347222 3.71375    3.71402778 3.71430556 3.71458333 3.71486111
 3.71513889 3.71541667 3.71569444 3.71597222 3.71625    3.71652778
 3.71680556 3.71708333 3.71736111 3.71763889 3.71791667 3.71819444
 3.71847222 3.71875    3.71902778 3.71930556 3.71958333 3.71986111
 3.72013889 3.72041667 3.72069444 3.72097222 3.72125    3.72152778
 3.72180556 3.72208333 3.72236111 3.72263889 3.72291667 3.72319444
 3.72347222 3.72375    3.72402778 3.72430556 3.72458333 3.72486111
 3.72513889 3.72541667 3.72569444 3.72597222 3.72625    3.72652778
 3.72680556 3.72708333 3.72736111 3.72763889 3.72791667 3.72819444
 3.72847222 3.72875    3.72902778 3.72930556 3.72958333 3.72986111
 3.73013889 3.73041667 3.73069444 3.73097222 3.73125    3.73152778
 3.73180556 3.73208333 3.73236111 3.73263889 3.73291667 3.73319444
 3.73347222 3.73375    3.73402778 3.73430556 3.73458333 3.73486111
 3.73513889 3.73541667 3.73569444 3.73597222 3.73625    3.73652778
 3.73680556 3.73708333 3.73736111 3.73763889 3.73791667 3.73819444
 3.73847222 3.73875    3.73902778 3.73930556 3.73958333 3.73986111]","[ 831.1725   834.41525  837.65755  840.8994   844.1408   847.38175
  850.62225  853.8623   857.1019   860.34105  863.57975  866.818
  870.05575  873.29305  876.52985  879.7662   883.00205  886.23745
  889.4724   892.7069   895.9409   899.17445  902.40755  905.64015
  908.8723   912.1039   915.33505  918.5657   921.7959   925.0256
  928.2548   931.4835   934.71175  937.9395   941.1668   944.3936
  947.6199   950.8457   954.071    957.2958   960.5201   963.7439
  966.9672   970.19     973.4123   976.6341   979.8554   983.0762
  986.29645  989.5162   992.7355   995.95425  999.1725  1002.3902
 1005.6074  1008.82405 1012.04025 1015.2559  1018.47105 1021.68565
 1024.89975 1028.11335 1031.3264  1034.5389  1037.75085 1040.96235
 1044.17325 1047.38365 1050.59355 1053.8029  1057.01165 1060.2199
 1063.4276  1066.6348  1069.84145 1073.0476  1076.25315 1079.4582
 1082.66265 1085.8666  1089.07    1092.2728  1095.4751  1098.67685
 1101.87805 1105.07865 1108.27875 1111.47825 1114.6772  1117.8756
 1121.07345 1124.27075 1127.4675  1130.6637  1133.8593  1137.05435
 1140.24885 1143.44275 1146.6361  1149.82885 1153.02105 1156.2127
 1159.40375 1162.59425 1165.7842  1168.97355 1172.16235 1175.35055
 1178.53815 1181.7252  1184.9117  1188.0976  1191.2829  1194.4676
 1197.65175 1200.8353  1204.01825 1207.20065 1210.38245 1213.56365]","[-2937.7284  -2939.3062  -2940.8824  -2942.457   -2944.03005 -2945.6015
 -2947.1714  -2948.7397  -2950.30645 -2951.8716  -2953.43515 -2954.9971
 -2956.5575  -2958.11635 -2959.6736  -2961.2293  -2962.7834  -2964.3359
 -2965.88685 -2967.43615 -2968.9839  -2970.5301  -2972.0747  -2973.61775
 -2975.15925 -2976.69915 -2978.23745 -2979.7742  -2981.30935 -2982.84295
 -2984.375   -2985.9055  -2987.4344  -2988.9617  -2990.48745 -2992.01165
 -2993.53425 -2995.05535 -2996.5749  -2998.09285 -2999.60925 -3001.12405
 -3002.6373  -3004.149   -3005.6591  -3007.16765 -3008.67465 -3010.1801
 -3011.684   -3013.1863  -3014.68705 -3016.18625 -3017.6839  -3019.18
 -3020.67455 -3022.1675  -3023.6589  -3025.1487  -3026.63695 -3028.1237
 -3029.60885 -3031.09245 -3032.57455 -3034.05505 -3035.53405 -3037.01145
 -3038.48735 -3039.96165 -3041.4344  -3042.90565 -3044.37535 -3045.84345
 -3047.31    -3048.775   -3050.23845 -3051.70035 -3053.16075 -3054.6196
 -3056.0769  -3057.53265 -3058.9869  -3060.4396  -3061.8907  -3063.3403
 -3064.7883  -3066.2348  -3067.67975 -3069.1232  -3070.5651  -3072.00545
 -3073.44425 -3074.8815  -3076.31725 -3077.75145 -3079.1841  -3080.61525
 -3082.04485 -3083.4729  -3084.8994  -3086.3244  -3087.74785 -3089.16975
 -3090.59015 -3092.009   -3093.42635 -3094.8422  -3096.25645 -3097.6692
 -3099.0804  -3100.4901  -3101.89825 -3103.3049  -3104.71    -3106.1136
 -3107.5157  -3108.91625 -3110.3153  -3111.71285 -3113.10885 -3114.5033 ]","[3022.2681  3021.563   3020.85625 3020.14785 3019.43785 3018.7262
 3018.01295 3017.29805 3016.58155 3015.8634  3015.14365 3014.42225
 3013.69925 3012.97465 3012.24845 3011.5206  3010.79115 3010.0601
 3009.32745 3008.59315 3007.8573  3007.11985 3006.38075 3005.6401
 3004.8978  3004.15395 3003.4085  3002.66145 3001.9128  3001.1626
 3000.4108  2999.65745 2998.9025  2998.14595 2997.3878  2996.6281
 2995.8668  2995.1039  2994.33945 2993.57345 2992.8059  2992.03675
 2991.26605 2990.49375 2989.71995 2988.9446  2988.16765 2987.38915
 2986.6091  2985.8275  2985.04435 2984.25965 2983.4734  2982.6856
 2981.89625 2981.1054  2980.313   2979.51905 2978.72355 2977.92655
 2977.128   2976.3279  2975.5263  2974.72315 2973.91845 2973.1122
 2972.30445 2971.4952  2970.6844  2969.8721  2969.0583  2968.24295
 2967.4261  2966.60775 2965.7879  2964.9665  2964.1436  2963.31925
 2962.49335 2961.66595 2960.83705 2960.00665 2959.17475 2958.3414
 2957.50655 2956.6702  2955.83235 2954.993   2954.1522  2953.3099
 2952.4661  2951.6208  2950.77405 2949.9258  2949.07605 2948.2249
 2947.37225 2946.5181  2945.66255 2944.8055  2943.94695 2943.08695
 2942.2255  2941.36255 2940.49815 2939.63235 2938.76505 2937.8963
 2937.0261  2936.15445 2935.28135 2934.40685 2933.53085 2932.65345
 2931.7746  2930.89425 2930.0125  2929.1293  2928.24465 2927.35855]"
2,2015-01-01,1,2,"[31.52002066 31.50284105 31.47056082 31.44902247 31.4230353  31.39994797
 31.38660471 31.35665005 31.34117964 31.31395241 31.28553214 31.2770925
 31.23092504 31.1902061  31.15458374 31.12652426 31.11427757 31.10469208
 31.09027563 31.07656035 31.05657629 31.04223408 31.00975073 30.96650163
 30.90769896 30.87992763 30.84296564 30.81863823 30.76896602 30.74087699
 30.7070358  30.67655496 30.70043435 30.71876209 30.69736864 30.69524232
 30.67511539 30.65630941 30.65225593 30.6634804  30.69209965 30.69792489
 30.67581638 30.6842737  30.6925737  30.6840547  30.68947632 30.69327828
 30.70143963 30.71327209 30.72673511 30.70905347 30.68301689 30.65511258
 30.64217494 30.6135719  30.59962595 30.60076875 30.60919729 30.60736007
 30.58172316 30.59394362 30.65442739 30.68873932 30.73107984 30.72206617
 30.70264345 30.70052168 30.67862613 30.63765895 30.60829229 30.61657339
 30.61196476 30.62349551 30.61948664 30.6242309  30.59887663 30.55369996
 30.49431871 30.43496472 30.39483013 30.35118744 30.29452104 30.24201738
 30.20027194 30.13949853 30.08030399 30.01121601 29.9735362  29.9617906
 29.95303299 29.92090238 29.89179176 29.85366089 29.8101324  29.74418139
 29.6929053  29.67041299 29.65501477 29.62178481 29.58047681 29.52463457
 29.51392931 29.5148562  29.47498216 29.46525176 29.48132184 29.48357809
 29.4453879  29.41041308 29.37976621 29.35237199 29.32650568 29.29302952
 29.28672474 29.3269189  29.34651634 29.32663721 29.34669591 29.38530657]","[3.74013889 3.74041667 3.74069444 3.74097222 3.74125    3.74152778
 3.74180556 3.74208333 3.74236111 3.74263889 3.74291667 3.74319444
 3.74347222 3.74375    3.74402778 3.74430556 3.74458333 3.74486111
 3.74513889 3.74541667 3.74569444 3.74597222 3.74625    3.74652778
 3.74680556 3.74708333 3.74736111 3.74763889 3.74791667 3.74819444
 3.74847222 3.74875    3.74902778 3.74930556 3.74958333 3.74986111
 3.75013889 3.75041667 3.75069444 3.75097222 3.75125    3.75152778
 3.75180556 3.75208333 3.75236111 3.75263889 3.75291667 3.75319444
 3.75347222 3.75375    3.75402778 3.75430556 3.75458333 3.75486111
 3.75513889 3.75541667 3.75569444 3.75597222 3.75625    3.75652778
 3.75680556 3.75708333 3.75736111 3.75763889 3.75791667 3.75819444
 3.75847222 3.75875    3.75902778 3.75930556 3.75958333 3.75986111
 3.76013889 3.76041667 3.76069444 3.76097222 3.76125    3.76152778
 3.76180556 3.76208333 3.76236111 3.76263889 3.76291667 3.76319444
 3.76347222 3.76375    3.76402778 3.76430556 3.76458333 3.76486111
 3.76513889 3.76541667 3.76569444 3.76597222 3.76625    3.76652778
 3.76680556 3.76708333 3.76736111 3.76763889 3.76791667 3.76819444
 3.76847222 3.76875    3.76902778 3.76930556 3.76958333 3.76986111
 3.77013889 3.77041667 3.77069444 3.77097222 3.77125    3.77152778
 3.77180556 3.77208333 3.77236111 3.77263889 3.77291667 3.77319444]","[1216.74425 1219.9243  1223.1037  1226.28255 1229.46075 1232.6384
 1235.8154  1238.99185 1242.1677  1245.34295 1248.5176  1251.69165
 1254.8651  1258.03795 1261.21015 1264.38175 1267.55275 1270.72315
 1273.89295 1277.06215 1280.23075 1283.3987  1286.56605 1289.73275
 1292.89885 1296.06435 1299.22925 1302.3935  1305.55715 1308.72015
 1311.88255 1315.0443  1318.20545 1321.36595 1324.52585 1327.68515
 1330.8438  1334.0018  1337.1592  1340.31595 1343.47205 1346.62755
 1349.78245 1352.9367  1356.09035 1359.2433  1362.39565 1365.54735
 1368.6984  1371.8488  1374.99855 1378.1477  1381.2962  1384.44405
 1387.59125 1390.7378  1393.8837  1397.029   1400.1736  1403.3176
 1406.46095 1409.6036  1412.7456  1415.88695 1419.02765 1422.16775
 1425.30715 1428.4459  1431.584   1434.72145 1437.85825 1440.99435
 1444.1298  1447.2646  1450.39875 1453.5322  1456.665   1459.7971
 1462.92855 1466.05935 1469.1895  1472.319   1475.4478  1478.57595
 1481.7034  1484.83015 1487.95625 1491.0817  1494.20645 1497.33055
 1500.45395 1503.5767  1506.69875 1509.82015 1512.94085 1516.06085
 1519.1802  1522.29885 1525.41685 1528.53415 1531.65075 1534.76665
 1537.8819  1540.99645 1544.1103  1547.2235  1550.336   1553.4478
 1556.55895 1559.66935 1562.77905 1565.8881  1568.9964  1572.104
 1575.21095 1578.3172  1581.42275 1584.5276  1587.63175 1590.7352 ]","[-3115.89625 -3117.2877  -3118.6776  -3120.066   -3121.4529  -3122.83825
 -3124.2221  -3125.6044  -3126.98525 -3128.36455 -3129.74235 -3131.11865
 -3132.4934  -3133.86665 -3135.2384  -3136.6086  -3137.9773  -3139.3445
 -3140.7102  -3142.0744  -3143.43705 -3144.7982  -3146.1579  -3147.5161
 -3148.87275 -3150.2279  -3151.58155 -3152.9337  -3154.2843  -3155.6334
 -3156.98105 -3158.3272  -3159.67185 -3161.015   -3162.3566  -3163.69675
 -3165.0354  -3166.37255 -3167.7082  -3169.04235 -3170.37505 -3171.70625
 -3173.0359  -3174.36405 -3175.6907  -3177.0159  -3178.3396  -3179.6618
 -3180.98255 -3182.3018  -3183.61955 -3184.9358  -3186.25055 -3187.56385
 -3188.87565 -3190.186   -3191.4948  -3192.80215 -3194.108   -3195.4124
 -3196.71525 -3198.01665 -3199.3166  -3200.61505 -3201.91205 -3203.20755
 -3204.5016  -3205.79415 -3207.0852  -3208.3748  -3209.6629  -3210.9495
 -3212.2347  -3213.51835 -3214.8006  -3216.0813  -3217.3606  -3218.6384
 -3219.91475 -3221.1896  -3222.463   -3223.7349  -3225.00535 -3226.27435
 -3227.5419  -3228.80795 -3230.0725  -3231.33565 -3232.5973  -3233.8575
 -3235.11625 -3236.37355 -3237.62935 -3238.8837  -3240.13655 -3241.388
 -3242.63795 -3243.88645 -3245.1335  -3246.3791  -3247.62325 -3248.86595
 -3250.1072  -3251.347   -3252.5853  -3253.82215 -3255.0576  -3256.29155
 -3257.5241  -3258.75515 -3259.98475 -3261.21295 -3262.4397  -3263.665
 -3264.88885 -3266.11125 -3267.3322  -3268.5517  -3269.76975 -3270.98635]","[2926.47105 2925.58215 2924.6918  2923.8     2922.9068  2922.01215
 2921.1161  2920.2186  2919.3197  2918.41935 2917.5176  2916.6144
 2915.7098  2914.8038  2913.8964  2912.9876  2912.0774  2911.1658
 2910.25275 2909.3383  2908.4225  2907.50525 2906.58665 2905.66665
 2904.74525 2903.82245 2902.89825 2901.9727  2901.04575 2900.1174
 2899.18765 2898.25655 2897.3241  2896.39025 2895.455   2894.5184
 2893.5804  2892.641   2891.7003  2890.75825 2889.81475 2888.8699
 2887.92365 2886.9761  2886.02715 2885.07685 2884.1252  2883.17215
 2882.21775 2881.26205 2880.305   2879.3466  2878.3868  2877.42565
 2876.4632  2875.4994  2874.53425 2873.5678  2872.59995 2871.63075
 2870.66025 2869.68845 2868.7153  2867.7408  2866.76495 2865.7878
 2864.80935 2863.82955 2862.84845 2861.866   2860.8822  2859.8971
 2858.9107  2857.923   2856.93395 2855.9436  2854.95195 2853.95895
 2852.96465 2851.9691  2850.9722  2849.974   2848.9745  2847.9737
 2846.97165 2845.96825 2844.96355 2843.9576  2842.9503  2841.94175
 2840.93195 2839.9208  2838.9084  2837.8947  2836.87975 2835.86345
 2834.84585 2833.82705 2832.80695 2831.78555 2830.7629  2829.73895
 2828.71375 2827.6873  2826.65955 2825.63055 2824.6003  2823.56875
 2822.536   2821.50195 2820.4666  2819.43005 2818.3922  2817.3531
 2816.31275 2815.2712  2814.2284  2813.1843  2812.139   2811.09245]"
