,time,mod_B,Bx,By,Bz,fft_filtered,fft,freq
25557,7.099444444444444,1.7317729204240266,1.4595972995751074,0.9257508353635469,0.10769661930957539,756174357.0411043,762462124.8373669,0.0
25558,7.099722222222222,1.50617632387102,1.202178119029192,0.8878557449664375,0.18720861317563872,30030114.904767465,29282018.753553078,2.784222737819025
25559,7.1,1.2898896083572258,0.9360563197763198,0.8461165748024176,0.2677695087185885,9248321.162209418,9451504.032210719,5.56844547563805
25560,7.1002777777777775,1.095821164672737,0.6639746372636638,0.8010675258541319,0.3438786487079989,2561599.7601424996,2593989.093172836,8.352668213457076
25561,7.100555555555555,0.9437600434413468,0.39173225451567417,0.7542579540883309,0.4102728349074129,1486704.1235086147,1478569.5019476488,11.1368909512761
25562,7.100833333333333,0.8549489005585801,0.12810112829022688,0.7079087978293885,0.4619446476070977,508982.5472885976,482502.98343675357,13.921113689095126
25563,7.101111111111111,0.8360240062798107,-0.11595215882633836,0.6643585067812977,0.49408401148689357,965698.3977056702,930495.8753500606,16.70533642691415
25564,7.101388888888889,0.8666598454350324,-0.32869734651465954,0.62535549467149,0.5019839114631783,518154.2775547708,512951.3030801868,19.489559164733176
25565,7.101666666666667,0.9113276610866485,-0.4995615215677357,0.591291011940274,0.48096915829316633,346301.1195108959,350288.6358456485,22.2737819025522
25566,7.101944444444444,0.9391351449917297,-0.6212799759909517,0.5604935492200074,0.4264188003290646,133540.7777548406,129890.57941949522,25.058004640371227
25567,7.102222222222222,0.9326686950587786,-0.6919573845679714,0.5287172228613718,0.33395204885470603,173533.06050253985,160456.9497593164,27.842227378190252
25568,7.1025,0.8903195445029956,-0.7167065617627671,0.48894687033944007,0.19982881082436804,82535.00600375827,72621.38953337655,30.626450116009277
25569,7.102777777777778,0.8299520299120692,-0.7085672365889607,0.4316100716113981,0.02157751773146404,93586.42892271541,83204.94262778615,33.4106728538283
25570,7.103055555555555,0.7960401734081891,-0.688487974399463,0.3452344114660413,-0.20119012880049644,146679.15652801972,133687.15129957677,36.194895591647324
25571,7.103333333333333,0.8559101384383841,-0.684270382966779,0.21752487231201986,-0.4658745947159502,210498.86752423167,197449.5596379261,38.97911832946635
25572,7.10361111111111,1.0577757503843666,-0.7285074994493995,0.03677176492030207,-0.7660379877341846,18027.547619187953,16355.551695718943,41.76334106728538
25573,7.103888888888888,1.4016552712718564,-0.8556744188852996,-0.206554933481063,-1.0907767176668741,144008.17279717358,139823.1255367965,44.5475638051044
25574,7.104166666666666,1.872078191165192,-1.0986282597152432,-0.5182049449713652,-1.4244845860165063,24446.04646627756,27975.959527699983,47.331786542923425
25575,7.104444444444444,2.462717127711069,-1.4848355351718239,-0.8987350550127678,-1.7471446378315842,26070.974261657113,23789.366270363196,50.11600928074245
25576,7.104722222222222,3.1742966016229217,-2.0326684351746556,-1.342473023387391,-2.035235644635914,32751.814726016783,27005.200351521245,52.90023201856148
25577,7.1049999999999995,4.006135802577459,-2.7481062688932707,-1.837023486978636,-2.2632677066249363,23772.360923264765,17735.861148772336,55.684454756380504
25578,7.105277777777777,4.949152741563288,-3.6221563398924577,-2.363440187723374,-2.405877550448979,190776.91201348134,188930.10748820927,58.468677494199525
25579,7.105555555555555,5.981536138395592,-4.629280100419031,-2.8971271157844685,-2.440326781761654,80550.52326975625,81093.82819729214,61.252900232018554
25580,7.105833333333333,7.066991851180782,-5.727080052386938,-3.4094493549504805,-2.349166446685918,137381.28841846378,137227.39920407135,64.03712296983758
25581,7.106111111111111,8.155208180287877,-6.857465505143727,-3.8699402431285725,-2.1227693761245425,147702.84991972081,144022.49376595157,66.8213457076566
25582,7.106388888888889,9.18419822927569,-7.949454674147954,-4.248899194612351,-1.761398061858956,42629.951221975534,51317.61678692254,69.60556844547563
25583,7.1066666666666665,10.084269145749207,-8.923663304987063,-4.520101182032684,-1.2764806020161639,64107.20956576902,67757.8150240919,72.38979118329465
25584,7.106944444444444,10.783401196815246,-9.69835761438196,-4.663300212936237,-0.6908198600683036,153675.75615370565,155585.49367210738,75.17401392111368
25585,7.107222222222222,11.21374023657854,-10.196714050217851,-4.666217044839946,-0.03756543618240431,220428.17579386893,220574.44072310434,77.9582366589327
25586,7.1075,11.318737195271515,-10.354662844600938,-4.525761048124503,0.6420716514086872,287989.73367208475,287093.77586097474,80.74245939675173
