,time,mod_B,Bx,By,Bz,fft_filtered,fft,freq
32622,9.061944444444444,9.221044346261525,3.39692931844568,8.315317036244448,-2.0842343025554153,2475602221.7170076,2575198818.931434,0.0
32623,9.062222222222223,9.33118672911108,3.3572352649024753,8.368567389124689,-2.4014780872022814,152190012.69235805,150788188.3951919,0.8344923504867873
32624,9.0625,9.443909145626405,3.324283060438676,8.414191645933151,-2.70886342040999,91436967.81159899,90121990.84561992,1.6689847009735745
32625,9.062777777777779,9.544970678596705,3.2974789037616024,8.441414133714174,-2.9959348386853493,79003507.67168568,77295064.91236107,2.503477051460362
32626,9.063055555555556,9.618124037063884,3.2754175330888797,8.438736021354128,-3.250797492643969,55018150.62564869,53995916.97341315,3.337969401947149
32627,9.063333333333334,9.645584602977074,3.2558153878708445,8.394275401673308,-3.4602180529779116,26489786.874329515,25425239.958986226,4.172461752433937
32628,9.063611111111111,9.609056584324916,3.2355500088490086,8.29646730762315,-3.6102374983559606,20110410.42245952,19594912.4116099,5.006954102920724
32629,9.06388888888889,9.491329272636559,3.210841357294221,8.135101161727173,-3.6872697525895575,31407330.419149417,30829262.563751787,5.841446453407511
32630,9.064166666666667,9.278323710524225,3.17759572785237,7.902590093712984,-3.679571453085234,11975182.609415412,11708629.405955995,6.675938803894298
32631,9.064444444444446,8.961351796221189,3.1319030848866665,7.5952942884066905,-3.57889839964909,12518293.034105632,12262313.59647865,7.510431154381085
32632,9.064722222222223,8.539272199297303,3.0706371531645575,7.214680793768944,-3.3821203720918565,8070142.56676803,7796258.571188912,8.344923504867873
32633,9.065000000000001,8.02019841611882,2.9920664453495114,6.768105997054734,-3.092549471416766,13532461.543265175,13160126.170615144,9.17941585535466
32634,9.065277777777778,7.422423341660925,2.8963609272769117,6.269049978393592,-2.7207487958611445,8333910.212536152,8128757.087791359,10.013908205841448
32635,9.065555555555557,6.774246727778788,2.7858862535340094,5.736699633146476,-2.284629911002863,7965218.35120076,7756687.357210458,10.848400556328235
32636,9.065833333333334,6.112393310650534,2.665215244763399,5.194854676852517,-1.8087190410756724,6111353.81910261,5809457.0406591045,11.682892906815022
32637,9.066111111111113,5.478678017659507,2.5408408886198157,4.670209025647944,-1.3225687341910255,12226528.357875116,12175727.932271702,12.51738525730181
32638,9.06638888888889,4.914626879050137,2.4206280339120823,4.190138010132356,-0.8584059283142642,6576172.228218807,6370672.001694432,13.351877607788596
32639,9.066666666666666,4.454338514247555,2.3130779635950796,3.780197633530631,-0.4482273812356569,4324196.369099452,4244036.714720837,14.186369958275383
32640,9.066944444444443,4.117591473326689,2.226496200607412,3.461605846545772,-0.12066139835731414,5673341.51764195,5548749.280023098,15.02086230876217
32641,9.067222222222222,3.907346716368079,2.1681532628584663,3.2490095207874243,0.1020143347832429,5012823.579329376,4813520.102842201,15.855354659248958
32642,9.067499999999999,3.8147543281828202,2.143519686978852,3.148827491321624,0.20629921430003678,6665203.161808228,6537222.795976401,16.689847009735747
32643,9.067777777777778,3.8285771479760284,2.155647911084378,3.158395713346006,0.1890015326905932,7341082.238498872,6980934.773875497,17.524339360222534
32644,9.068055555555555,3.9409795945567434,2.2047651650592726,3.2660383583120045,0.05765564749805497,4887081.637962405,4835019.120044701,18.35883171070932
32645,9.068333333333333,4.145034838144497,2.2881280219416573,3.4520719147486636,-0.17024529373942976,3155793.3941244707,3106290.4785836567,19.19332406119611
32646,9.06861111111111,4.427379302218391,2.4001655718900197,3.6906397519788654,-0.46911718614759734,1738176.9660005704,1801047.8483038615,20.027816411682895
32647,9.068888888888889,4.763221914269941,2.5329050696114805,3.9521841749102884,-0.8080316581091048,3775184.9380403566,3725793.3611140107,20.862308762169683
32648,9.069166666666666,5.117524009833745,2.676638900366795,4.20629488395266,-1.1540101981792712,1684344.8850323185,1713987.2815052061,21.69680111265647
32649,9.069444444444445,5.450783993035352,2.8207649452142305,4.4246284925628006,-1.475463983085462,1126791.5621709777,1193511.0340413903,22.531293463143257
32650,9.069722222222222,5.7258927593889135,2.9547203361025622,4.583579110200946,-1.7453590369817444,2026183.0944829728,2006886.279760158,23.365785813630044
32651,9.07,5.91368934722241,3.0689294946396886,4.666403125146575,-1.9437271737578485,2769792.622176975,2832826.9400552595,24.20027816411683
32652,9.070277777777777,5.996418651066851,3.155692693452466,4.664565607656609,-2.059239654634751,1976735.0949087038,1977395.7086317488,25.03477051460362
32653,9.070555555555556,5.969107573323182,3.209942649999367,4.5781748553075055,-2.0896957672946805,2139505.847695929,2276047.28200877,25.869262865090406
32654,9.070833333333333,5.8391388934114214,3.2297927513472886,4.415490148050707,-2.0414280669084617,1500571.7169855728,1520520.6736690921,26.703755215577193
32655,9.071111111111112,5.6243783298668175,3.2167991148625226,4.191605422337251,-1.9277652957577829,1537629.164510165,1578268.6527325625,27.53824756606398
32656,9.071388888888889,5.350253569987056,3.1758705903785334,3.926507866485365,-1.766803676347911,1485030.9988011208,1532496.9523908698,28.372739916550767
32657,9.071666666666667,5.046219473036187,3.1147923610094272,3.6427701065591873,-1.5788050761907544,469954.03432996286,483915.4298488563,29.207232267037554
32658,9.071944444444444,4.742065589536079,3.0433782736534214,3.3631519761047555,-1.3835618976175788,839664.3134742177,891238.3330633068,30.04172461752434
32659,9.072222222222223,4.464525051646528,2.972325661229518,3.1083674574216436,-1.1980466810680006,845520.1760175808,882235.453673867,30.87621696801113
32660,9.0725,4.234609670358652,2.9119020658954042,2.895225501721699,-1.0346084830066993,2135380.113657133,2168657.0759037193,31.710709318497916
32661,9.072777777777777,4.065979014468747,2.870634200665123,2.7352926394736485,-0.8998993324329302,353126.8243380029,366795.47688145464,32.5452016689847
32662,9.073055555555555,3.964417901725677,2.854186327238709,2.6341610792279964,-0.7946226259093206,1424073.3208855756,1390645.588280724,33.37969401947149
