,index,time,mod_B,Bx,By,Bz,r_sat,posX,posY,posZ
1227,25370,7.047361111111111,23.947412762133617,3.257,14.976999999999999,18.4,1946.9954711591831,3973.0978000000005,-3050.5281999999997,1840.3507999999997
1228,25371,7.047638888888889,23.919915551690394,3.306,14.9,18.418,1948.3421076584623,3975.6903000000007,-3050.5333,1838.6482
1229,25372,7.047916666666666,23.165644756837654,3.272,14.092000000000002,18.092999999999996,1949.6887004607029,3978.2816999999995,-3050.5375,1836.9451000000001
1230,25373,7.0481944444444435,22.755552992621386,3.406,12.459999999999999,18.734,1951.0353054793638,3980.8719999999994,-3050.5409,1835.2415
1231,25374,7.048472222222221,22.71367209413749,3.5800000000000005,11.882,19.024,1952.3817898457255,3983.4610999999995,-3050.5433999999996,1833.5374
1232,25375,7.04875,22.382625091798328,3.6839999999999997,12.271,18.353,1953.7282272400134,3986.0491,-3050.545,1831.8327999999997
1233,25376,7.049027777777778,22.28583467137814,3.9910000000000005,12.535,17.989,1955.074639371099,3988.636,-3050.5458,1830.1275999999998
1234,25377,7.049305555555556,22.411620334103468,4.421,12.546000000000001,18.037,1956.4210020376224,3991.2218000000003,-3050.5456999999997,1828.4219
1235,25378,7.0495833333333335,23.09410437752458,4.88,13.109,18.375999999999998,1957.7673311394378,3993.8064000000004,-3050.5447999999997,1826.7158
1236,25379,7.049861111111111,23.49256297214078,4.569,13.472999999999999,18.695,1959.1136491292739,3996.3900000000003,-3050.543,1825.0091
1237,25380,7.050138888888888,23.51508005514759,4.415000000000001,13.437000000000001,18.785999999999998,1960.459840156652,3998.9724,-3050.5403,1823.3019
1238,25381,7.050416666666666,23.87684531088644,4.65,13.469,19.159,1961.806034486471,4001.5536999999995,-3050.5368,1821.5942
1239,25382,7.050694444444444,24.246798386591166,4.476,14.0,19.284,1963.1521562164519,4004.1338000000005,-3050.5325000000003,1819.886
1240,25383,7.050972222222223,24.09074396941697,3.9299999999999997,15.065999999999999,18.383000000000003,1964.4982220548773,4006.7128000000002,-3050.5273,1818.1773
1241,25384,7.0512500000000005,24.250624198152096,3.3869999999999996,15.379,18.442,1965.8441970404324,4009.2907,-3050.5212,1816.468
1242,25385,7.051527777777778,24.714599490989123,3.1659999999999995,15.636,18.875999999999998,1967.1901711600408,4011.8674999999994,-3050.5143,1814.7581999999998
1243,25386,7.051805555555555,25.03767790750572,3.275,15.439000000000002,19.437,1968.5361770810869,4014.4432,-3050.5066,1813.048
1244,25387,7.052083333333333,25.35708331019165,2.767,15.168000000000001,20.131,1969.8821227145133,4017.0178,-3050.4980000000005,1811.3373
1245,25388,7.052361111111111,25.02331626703383,2.816,14.200999999999999,20.41,1971.2279734176414,4019.5913,-3050.4885000000004,1809.6260000000002
1246,25389,7.052638888888889,25.3066848678368,3.3049999999999997,14.115,20.743000000000002,1972.5737438246022,4022.1636,-3050.4782,1807.9142
1247,25390,7.0529166666666665,25.64604616700204,3.7119999999999997,13.922,21.216,1973.9195414164442,4024.7347999999997,-3050.4671,1806.202
1248,25391,7.053194444444445,25.424613959704484,3.979,14.035000000000002,20.823,1975.2652744807972,4027.3049,-3050.4551,1804.4893
1249,25392,7.053472222222221,25.589563224095876,4.0600000000000005,14.761000000000001,20.505000000000003,1976.6109651792801,4029.8739,-3050.4422999999997,1802.7759999999998
1250,25393,7.053749999999999,25.68673939993163,4.068,14.759,20.625999999999998,1977.9565893711351,4032.4417999999996,-3050.4286,1801.0621999999998
1251,25394,7.054027777777778,25.88897238207805,4.621,14.145000000000001,21.185000000000002,1979.3022363445084,4035.0086,-3050.4141,1799.348
1252,25395,7.054305555555556,25.538232397720876,4.195,13.595000000000002,21.208000000000002,1980.6477628891116,4037.5742000000005,-3050.3988,1797.6331999999998
1253,25396,7.054583333333332,25.372496093210852,3.3939999999999997,13.568999999999999,21.169,1981.993162808571,4040.1387000000004,-3050.3825,1795.9179
1254,25397,7.054861111111111,25.383212188373637,2.911,14.065999999999999,20.928,1983.3386053227691,4042.7021,-3050.3655,1794.2021
1255,25398,7.055138888888889,25.660765031463892,1.895,15.034,20.709,1984.6839341116133,4045.2643,-3050.3476,1792.4859000000001
1256,25399,7.055416666666666,25.894774395618896,1.42,15.329999999999998,20.821,1986.0291898575574,4047.8254,-3050.3288000000002,1790.7692
1257,25400,7.055694444444444,25.254683387443208,0.96,15.763,19.708,1987.3743949465668,4050.3854,-3050.3092,1789.0519
1258,25401,7.055972222222222,24.997763199934507,1.204,15.607,19.49,1988.71958170008,4052.9443,-3050.2888000000003,1787.3341
1259,25402,7.05625,24.97998857085407,0.985,15.301999999999998,19.72,1990.0647255397678,4055.5021,-3050.2675,1785.6159
1260,25403,7.056527777777778,24.931534810356137,0.784,14.963999999999999,19.926,1991.409849000334,4058.0588000000002,-3050.2454000000002,1783.8972
1261,25404,7.056805555555556,24.643583221601517,-0.0029999999999999805,14.675999999999998,19.796999999999997,1992.7547856186525,4060.6142999999997,-3050.2223999999997,1782.1779
1262,25405,7.057083333333333,25.07201054961488,-0.10200000000000001,15.052999999999997,20.05,1994.0998412287895,4063.1687999999995,-3050.1986,1780.4582999999998
1263,25406,7.057361111111111,25.585635579363665,0.278,15.557999999999998,20.31,1995.4447647421068,4065.7221,-3050.174,1778.7381
1264,25407,7.057638888888889,26.02404634179704,0.906,15.754,20.694,1996.7896067132738,4068.2742999999996,-3050.1485000000002,1777.0174
1265,25408,7.057916666666666,26.06486234377615,1.876,15.288,21.026999999999997,1998.1344226679037,4070.8254,-3050.1222,1775.2962
1266,25409,7.058194444444444,25.399861830332856,1.736,15.111,20.342,1999.479211812717,4073.3754,-3050.0951,1773.5745
1267,25410,7.058472222222223,25.339309876158822,1.67,14.098000000000003,20.989,2000.8239493822784,4075.9243,-3050.0671,1771.8523999999998
1268,25411,7.058750000000001,25.49540880237067,0.907,13.689999999999998,21.488999999999997,2002.168657988003,4078.4721000000004,-3050.0382999999997,1770.1298000000002
