,index,time,mod_B,Bx,By,Bz,r_sat,posX,posY,posZ
1233,41869,11.630416666666667,26.166143697534032,3.196,21.756,14.181999999999999,1959.4951739554374,3980.7882,-3069.749,1828.0184999999997
1234,41870,11.630694444444444,26.522093544816556,2.923,22.419,13.866,1960.8416762641784,3983.3720000000003,-3069.7587,1826.3135000000002
1235,41871,11.630972222222223,25.339581882896173,2.999,20.947,13.940000000000001,1962.188049996351,3985.9545999999996,-3069.7675,1824.6080000000002
1236,41872,11.631250000000001,25.408346050067877,3.4090000000000003,20.732,14.288,1963.5342599848893,3988.536,-3069.7754,1822.9019
1237,41873,11.631527777777778,26.678947411770203,4.389,21.505,15.167000000000002,1964.8806368119208,3991.1164,-3069.7826,1821.1954
1238,41874,11.631805555555555,26.33877514236378,4.702,21.976000000000003,13.735999999999999,1966.2269222340954,3993.6956999999993,-3069.7889,1819.4883000000002
1239,41875,11.632083333333332,26.919952637402613,5.180000000000001,22.023,14.588999999999999,1967.5730746790002,3996.2738,-3069.7943000000005,1817.7807
1240,41876,11.632361111111113,26.677262078406773,4.158,21.982,14.532000000000002,1968.9191674695267,3998.8508,-3069.7987999999996,1816.0726000000002
1241,41877,11.632638888888888,26.189036904781357,4.920999999999999,21.807,13.642000000000001,1970.2652569959027,4001.4267,-3069.8025000000002,1814.364
1242,41878,11.632916666666667,26.7485898132967,6.401999999999999,22.403,13.138,1971.6112846680803,4004.0015000000008,-3069.8053,1812.6549
1243,41879,11.633194444444445,26.548873271760517,8.3,22.476,11.436000000000002,1972.957306995133,4006.5752,-3069.8073,1810.9452999999999
1244,41880,11.633472222222222,26.338716654385422,8.357,22.115000000000002,11.611,1974.3031569955444,4009.1477,-3069.8084,1809.2351000000003
1245,41881,11.633750000000001,26.50749096010409,7.9670000000000005,22.602,11.328,1975.6491075681279,4011.7192000000005,-3069.8087,1807.5245
1246,41882,11.634027777777778,26.64811892047917,7.361,23.015,11.236,1976.9949923120316,4014.2896,-3069.8080999999997,1805.8133999999998
1247,41883,11.634305555555555,25.652360417708152,5.741,23.015,9.767,1978.3407013706583,4016.8588000000004,-3069.8066,1804.1017
1248,41884,11.634583333333333,26.201337084202404,5.635,23.598,9.894,1979.6864330947658,4019.4269,-3069.8043000000002,1802.3896
1249,41885,11.63486111111111,25.383266653447112,5.2829999999999995,22.749000000000002,9.943999999999999,1981.0320955827624,4021.9939000000004,-3069.8010999999997,1800.6770000000001
1250,41886,11.63513888888889,25.96208165767915,6.886,22.548000000000002,10.872,1982.3777448563105,4024.5598,-3069.7971000000002,1798.9639
1251,41887,11.635416666666668,26.110400896960584,5.534999999999999,22.577,11.891,1983.7233799446972,4027.1246000000006,-3069.7923,1797.2503000000002
1252,41888,11.635694444444443,26.892275935665985,4.095000000000001,23.682,12.065999999999999,1985.0689093414355,4029.6883000000003,-3069.7866000000004,1795.5361
1253,41889,11.635972222222222,27.300830243785626,4.204,23.98,12.354,1986.4143806087989,4032.2508000000003,-3069.7801,1793.8215
1254,41890,11.63625,27.55050077584798,3.464,24.326,12.461,1987.7599096817553,4034.8123,-3069.7727999999997,1792.1064
1255,41891,11.636527777777776,26.959571380123982,3.315,23.708000000000002,12.4,1989.105287744652,4037.3726,-3069.7646,1790.3908
1256,41892,11.636805555555554,26.634974450898202,2.8659999999999997,24.168,10.822,1990.4506464273677,4039.9318,-3069.7556,1788.6747
1257,41893,11.637083333333333,27.168566303726813,3.7849999999999993,24.389000000000003,11.357000000000001,1991.7959273901292,4042.4898999999996,-3069.7457,1786.9581000000003
1258,41894,11.63736111111111,27.204838301302214,3.681,24.025,12.221,1993.1411864136862,4045.0469,-3069.7349999999997,1785.241
1259,41895,11.637638888888889,27.41401395272133,3.656,24.759999999999998,11.184999999999999,1994.4863657381763,4047.6027999999997,-3069.7234,1783.5234
1260,41896,11.637916666666666,27.74278733292673,3.2590000000000003,25.227999999999998,11.072,1995.8315211198562,4050.1576,-3069.7110000000002,1781.8053
1261,41897,11.638194444444443,28.173194582794473,2.8299999999999996,25.432,11.787,1997.1765946873468,4052.7113,-3069.6976999999997,1780.0866999999998
1262,41898,11.638472222222223,26.723867403502812,3.228,24.304000000000002,10.633,1998.5216001512995,4055.2637999999997,-3069.6836,1778.3677
1263,41899,11.63875,26.16341575559277,1.9179999999999997,23.5,11.34,1999.8665637194576,4057.8153000000007,-3069.6686,1776.6480999999999
1264,41900,11.639027777777777,26.580597322106968,2.675,23.225,12.648,2001.21145691599,4060.3656,-3069.6528000000003,1774.9280999999999
1265,41901,11.639305555555556,28.371493527835295,3.2239999999999993,24.195,14.462,2002.5562309239049,4062.9148,-3069.6361,1773.2075
1266,41902,11.639583333333334,29.3330454266174,4.443,22.819,17.888,2003.9010076390903,4065.4629,-3069.6186000000002,1771.4864999999998
1267,41903,11.639861111111111,29.90949992895234,4.049,22.223999999999997,19.603,2005.245785788576,4068.0099,-3069.6003,1769.7651
1268,41904,11.640138888888888,30.481379168272554,4.702,22.314,20.226,2006.5904745515152,4070.5557999999996,-3069.5811000000003,1768.0432
1269,41905,11.640416666666667,31.67183490105996,5.031,23.497999999999998,20.631,2007.9351301201355,4073.1006,-3069.5611,1766.3208
1270,41906,11.640694444444444,31.3462135831427,3.8230000000000004,23.878999999999998,19.944,2009.2797511628396,4075.6443,-3069.5402999999997,1764.5979
1271,41907,11.64097222222222,31.832585333271314,5.2780000000000005,25.021,18.958,2010.624204472925,4078.1868000000004,-3069.5186,1762.8745
1272,41908,11.64125,33.26232759444234,4.449,26.294,19.880000000000003,2011.968696671096,4080.7282999999998,-3069.4961,1761.1506000000002
1273,41909,11.641527777777776,33.62437993480326,4.818,26.790999999999997,19.739,2013.3131082954728,4083.2685999999994,-3069.4728,1759.4262999999999
1274,41910,11.641805555555555,32.87102658877571,3.6309999999999993,26.912,18.522,2014.6574242590075,4085.8078,-3069.4485999999997,1757.7015
1275,41911,11.642083333333334,33.456764652309104,2.846,28.372000000000003,17.500999999999998,2016.0017006799626,4088.3458999999993,-3069.4235999999996,1755.9761999999998
