,index,time,mod_B,Bx,By,Bz,r_sat,posX,posY,posZ
976,34696,9.637916666666666,36.177177156323296,10.075,-29.811,-17.849,729.990857887761,3346.8968,325.258,2379.6187
977,34697,9.638194444444444,35.68121138638653,9.961,-29.333,-17.706,731.0862209250965,3349.4597000000003,327.2312,2377.6378
978,34698,9.638472222222223,35.415726789097526,9.782,-29.184000000000005,-17.518,732.182252490464,3352.0205,329.2042,2375.6555
979,34699,9.63875,35.367831853253314,9.667,-29.195999999999998,-17.465,733.2789160841372,3354.5793,331.177,2373.6716
980,34700,9.639027777777777,35.19304910063918,9.362,-29.245000000000005,-17.194000000000003,734.3763166478968,3357.1360999999997,333.1495,2371.6863
981,34701,9.639305555555556,34.8983908511553,8.989999999999998,-29.272000000000002,-16.74,735.4743281260736,3359.6907999999994,335.1219,2369.6994999999997
982,34702,9.639583333333333,34.43475276519348,8.626999999999999,-29.044999999999998,-16.362000000000002,736.5729979153294,3362.2434000000003,337.0941,2367.7113
983,34703,9.63986111111111,34.11646765126777,8.364,-28.814999999999998,-16.238,737.6723392812723,3364.7940000000003,339.066,2365.7216
984,34704,9.640138888888888,33.93474741323412,8.295,-28.764,-15.980999999999998,738.7723414169482,3367.3425,341.03779999999995,2363.7305
985,34705,9.640416666666667,34.042262101687655,8.228,-28.879999999999995,-16.035,739.8730670749923,3369.889,343.0093,2361.7380000000003
986,34706,9.640694444444444,34.2942422864247,8.157,-29.153,-16.113999999999997,740.9744655682816,3372.4335,344.9806,2359.7439999999997
987,34707,9.64097222222222,34.19133668051017,8.184,-28.992,-16.172,742.0765087820914,3374.9759000000004,346.95169999999996,2357.7486
988,34708,9.64125,33.79087163717443,8.169,-28.665999999999997,-15.916999999999998,743.1792193689091,3377.5163000000002,348.9226,2355.7517
989,34709,9.641527777777778,33.4840615218644,8.01,-28.4,-15.825999999999999,744.2826271634669,3380.0546000000004,350.8933,2353.7535
990,34710,9.641805555555555,33.20195808984765,8.425,-27.78,-16.113999999999997,745.3866156444924,3382.5908000000004,352.86379999999997,2351.7538
991,34711,9.642083333333332,32.87362791053035,8.772,-27.192,-16.258,746.4913120110205,3385.125,354.834,2349.7527
992,34712,9.64236111111111,32.40396478827861,8.869,-26.732999999999997,-16.022,747.5967225158531,3387.6572,356.804,2347.7502
993,34713,9.64263888888889,31.836649776633216,8.652,-26.381999999999998,-15.578999999999999,748.7027063921694,3390.1873,358.7738,2345.7462
994,34714,9.642916666666666,31.415966561606854,8.449,-26.073,-15.355,749.8093991165213,3392.7154,360.7434,2343.7408
995,34715,9.643194444444443,31.047497644737813,8.406,-25.743000000000002,-15.184999999999999,750.9166597758915,3395.2414,362.7128,2341.7338999999997
996,34716,9.643472222222222,30.687685380295463,8.176,-25.497,-14.992999999999999,752.0245906658635,3397.7653,364.6819,2339.7257
997,34717,9.64375,30.563756133695346,8.329,-25.328,-14.941999999999998,753.1330841434235,3400.2871,366.6508,2337.7159999999994
998,34718,9.644027777777776,30.692323160686286,8.346,-25.171999999999997,-15.450999999999999,754.2422772781765,3402.8069000000005,368.61949999999996,2335.7048999999997
999,34719,9.644305555555555,30.633789612126023,8.501000000000001,-24.951,-15.608,755.3521668129317,3405.3247,370.588,2333.6924
1000,34720,9.644583333333333,30.460493774724004,8.25,-24.909,-15.469999999999999,756.4626685855953,3407.8404,372.5563,2331.6785
1001,34721,9.64486111111111,30.376830858402595,8.072,-24.862000000000002,-15.475,757.5738616838847,3410.3540999999996,374.52439999999996,2329.6632
1002,34722,9.645138888888889,30.709738048378078,8.097,-25.151000000000003,-15.651,758.6856616972843,3412.8657,376.4923,2327.6465
1003,34723,9.645416666666666,31.28726264792112,8.388,-25.622000000000003,-15.876000000000001,759.7981397530673,3415.3752999999997,378.4599,2325.6284
1004,34724,9.645694444444443,31.88528701454638,8.586,-26.145999999999997,-16.104,760.9112100144865,3417.8828000000003,380.42719999999997,2323.6089
1005,34725,9.645972222222222,32.410888201343695,8.808,-26.617,-16.261000000000003,762.0250271968705,3420.3883,382.3944,2321.5881
1006,34726,9.646249999999998,32.78470169149019,9.42,-26.820999999999998,-16.332,763.1393852366795,3422.8917,384.3614,2319.5658
1007,34727,9.646527777777777,32.93999761687909,9.187000000000001,-27.143,-16.245,764.2544931501644,3425.3932,386.3281,2317.5421
1008,34728,9.646805555555556,33.006278705725066,9.251999999999999,-27.449,-15.822999999999999,765.3702490242631,3427.8926,388.2946,2315.5171
1009,34729,9.647083333333333,33.19363080471915,9.381,-27.558,-15.949000000000002,766.4865291125442,3430.3898999999997,390.26079999999996,2313.4906
1010,34730,9.647361111111111,33.34438631913924,9.653,-27.553000000000004,-16.109,767.6035342942243,3432.8851999999997,392.2268,2311.4628000000002
1011,34731,9.647638888888888,33.272825097968465,9.792,-27.301,-16.305,768.7211139230081,3435.3784,394.1925,2309.4336
1012,34732,9.647916666666665,33.17338870239216,9.959,-27.040999999999997,-16.434,769.8393581084845,3437.8696000000004,396.158,2307.403
1013,34733,9.648194444444446,33.11456732315855,10.044,-26.868000000000002,-16.547,770.958237154306,3440.3586999999998,398.12330000000003,2305.3711
1014,34734,9.648472222222221,33.261664134555865,9.956,-27.011000000000003,-16.662,772.0776372019047,3442.8457000000003,400.0884,2303.3377
1015,34735,9.64875,33.70831170497864,9.851,-27.411,-16.966,773.197684946943,3445.3307,402.0532,2301.3029
1016,34736,9.649027777777778,34.429008553834365,9.794999999999998,-28.061,-17.378000000000004,774.3184329172948,3447.8137,404.0177,2299.2668
1017,34737,9.649305555555555,35.116050276191366,10.383,-28.407,-17.843,775.4398052616948,3450.2945999999997,405.98199999999997,2297.2294
1018,34738,9.649583333333334,35.41467147948715,10.634,-28.434000000000005,-18.238,776.5617345583138,3452.7733999999996,407.946,2295.1906
1019,34739,9.649861111111111,35.67099467354394,10.803999999999998,-28.625999999999998,-18.337,777.684311467691,3455.2502,409.9098,2293.1504
1020,34740,9.650138888888888,36.111267189064414,10.936,-28.988999999999997,-18.549,778.8075781053219,3457.725,411.87330000000003,2291.1089
1021,34741,9.650416666666667,36.696226795135225,11.142,-29.376000000000005,-18.961,779.9314138161049,3460.1976999999997,413.8367,2289.0660000000003
1022,34742,9.650694444444444,37.03542161228896,11.447,-29.407,-19.386000000000003,781.0558800822195,3462.6684,415.79979999999995,2287.0217000000002
1023,34743,9.650972222222222,37.18574663765674,11.759,-29.273999999999994,-19.686,782.1809451671209,3465.137,417.7626,2284.9761000000003
1024,34744,9.651250000000001,37.236687580932866,12.155000000000001,-28.939,-20.034,783.3067001196149,3467.6036,419.72520000000003,2282.9292
1025,34745,9.651527777777778,36.96004537334878,12.397,-28.384000000000004,-20.166999999999998,784.4330780698558,3470.0682,421.6875,2280.8809
1026,34746,9.651805555555557,36.45875769962548,12.529,-27.684000000000005,-20.146,785.5600573476345,3472.5307000000003,423.6496,2278.8313000000003
1027,34747,9.652083333333334,36.10419795536247,12.425,-27.262999999999998,-20.145999999999997,786.6875810857616,3474.9911,425.6115,2276.7803
1028,34748,9.65236111111111,36.129177059545654,12.391,-27.326999999999998,-20.125,787.8157200317457,3477.4494999999997,427.57309999999995,2274.7279000000003
1029,34749,9.652638888888891,36.27566215798135,12.370000000000001,-27.491000000000003,-20.178,788.9445372584629,3479.9059,429.53450000000004,2272.6742
1030,34750,9.652916666666666,36.5822434249186,12.397,-27.870000000000005,-20.195,790.0739351377654,3482.3602,431.4956,2270.6192
1031,34751,9.653194444444445,36.93031509478358,12.516,-28.426,-19.979,791.2039412314396,3484.8125,433.45640000000003,2268.5628
1032,34752,9.653472222222224,37.15615370298707,12.414,-28.878999999999998,-19.811,792.3345239661832,3487.2627,435.4169,2266.5051
1033,34753,9.653749999999999,37.32778287013575,12.235,-29.256999999999998,-19.69,793.4657302665624,3489.7108999999996,437.3773,2264.446
1034,34754,9.65402777777778,37.45711346326623,12.082,-29.505000000000003,-19.66,794.5975912978364,3492.1570999999994,439.3374,2262.3856
1035,34755,9.654305555555556,37.6386139356911,12.153,-29.667,-19.719,795.7300750788097,3494.6012,441.2972,2260.3239999999996
1036,34756,9.654583333333333,37.78838018491928,12.16,-29.846000000000004,-19.731,796.8631649887571,3497.0433000000003,443.2568,2258.261
1037,34757,9.654861111111112,37.79336165254422,11.903,-30.125999999999998,-19.470000000000002,797.996764737151,3499.4833,445.2161,2256.1966
1038,34758,9.655138888888889,37.67001952481575,11.789,-30.093,-19.351,799.1310736955759,3501.9213000000004,447.17519999999996,2254.131
1039,34759,9.655416666666667,37.34644327108005,11.785,-29.65,-19.410000000000004,800.2659309468868,3504.3572,449.1339,2252.0641
1040,34760,9.655694444444446,36.93968692341612,11.822,-29.115,-19.419,801.4013842507652,3506.7911,451.0924,2249.9957999999997
1041,34761,9.655972222222221,36.59412152245221,11.8,-28.683000000000003,-19.421,802.5374024453855,3509.2228999999998,453.05069999999995,2247.9262000000003
1042,34762,9.65625,36.47015027388837,11.758,-28.559000000000005,-19.396,803.6740554136875,3511.6527,455.0087,2245.8553
1043,34763,9.656527777777779,36.32402761258724,11.739,-28.330000000000002,-19.469,804.8112571064031,3514.0804,456.96639999999996,2243.7830999999996
1044,34764,9.656805555555556,35.97633056608191,11.803999999999998,-27.909,-19.392000000000003,805.9490884499882,3516.5061,458.9237999999999,2241.7096
1045,34765,9.657083333333334,35.64970116284287,11.655999999999999,-27.704,-19.171,807.0875045713051,3518.9298000000003,460.88100000000003,2239.6347
1046,34766,9.657361111111111,35.40549383923348,11.52,-27.505000000000003,-19.087,808.2264619843226,3521.3514000000005,462.8379,2237.5585
1047,34767,9.657638888888888,35.22920441906118,11.613999999999999,-27.201999999999998,-19.137999999999998,809.3660949833979,3523.7709999999997,464.79449999999997,2235.4811
1048,34768,9.657916666666669,35.19628907995842,11.6,-27.074,-19.267000000000003,810.5063477469644,3526.1886,466.7508000000001,2233.4024
1049,34769,9.658194444444444,35.35854026964349,11.559,-27.433000000000003,-19.080000000000002,811.6471451755691,3528.6040999999996,468.7069,2231.3224
1050,34770,9.658472222222223,35.47623828705631,11.459,-27.749000000000002,-18.901000000000003,812.7884847854211,3531.0175000000004,470.66280000000006,2229.2411
1051,34771,9.658750000000001,35.6147281050972,11.605,-27.972,-18.743000000000002,813.9305103807662,3533.429,472.6183,2227.1585
1052,34772,9.659027777777778,35.61974460885423,11.855,-27.925,-18.666,815.073126028637,3535.8383999999996,474.5736,2225.0747
1053,34773,9.659305555555557,35.688649063812996,11.924000000000001,-28.15,-18.414,816.2163494164749,3538.2457999999997,476.5286,2222.9896
1054,34774,9.659583333333334,36.07137273517602,11.981,-28.681,-18.303,817.3600936605441,3540.6511,478.48330000000004,2220.9031999999997
1055,34775,9.65986111111111,36.454275716299726,12.308,-28.877,-18.535,818.5043568624785,3543.0543,480.43769999999995,2218.8155
1056,34776,9.66013888888889,36.66997530678197,12.626999999999999,-28.945999999999998,-18.637999999999998,819.6492321894272,3545.4555,482.39189999999996,2216.7264999999998
1057,34777,9.660416666666666,36.99720673240076,12.850999999999999,-29.076000000000004,-18.927,820.7947051402967,3547.8547,484.34580000000005,2214.6362
1058,34778,9.660694444444443,37.26202321399094,13.032999999999998,-29.129,-19.238,821.9407008945482,3550.2518000000005,486.29949999999997,2212.5446
1059,34779,9.660972222222224,37.377291622053086,13.456999999999999,-28.818,-19.634,823.0873422132987,3552.6468999999997,488.25290000000007,2210.4518
1060,34780,9.661249999999999,37.55590034868023,14.014999999999997,-28.635,-19.851,824.234574410753,3555.04,490.206,2208.3577
1061,34781,9.661527777777778,37.7437524764033,14.249,-28.715000000000003,-19.925,825.3823631056915,3557.4309999999996,492.15880000000004,2206.2624
1062,34782,9.661805555555556,37.75233051084396,14.318999999999999,-28.697000000000003,-19.916999999999998,826.5307372945936,3559.8199999999997,494.1113,2204.1657999999998
1063,34783,9.662083333333333,37.71815252633671,14.526,-28.373,-20.165,827.6796951994241,3562.207,496.06350000000003,2202.0679
1064,34784,9.662361111111112,37.54500422160051,14.600999999999999,-28.046,-20.244999999999997,828.8292459771841,3564.5919999999996,498.0155,2199.9687
1065,34785,9.662638888888889,37.264625813229365,14.644,-27.735000000000003,-20.124000000000002,829.9793430213725,3566.9748999999997,499.96720000000005,2197.8682999999996
1066,34786,9.662916666666666,37.248281490560075,14.863,-27.523000000000003,-20.224,831.1300568026218,3569.3558,501.91850000000005,2195.7667
1067,34787,9.663194444444446,37.267059945748336,15.060999999999998,-27.6,-20.005999999999997,832.2813564377681,3571.7347,503.8696,2193.6638
1068,34788,9.663472222222222,37.32350472557474,15.406,-27.663,-19.759999999999998,833.4331825385452,3574.1115,505.8203,2191.5597000000002
1069,34789,9.66375,37.453558509172396,15.574000000000002,-27.812,-19.665,834.5855775023665,3576.4862999999996,507.7706999999999,2189.4543000000003
1070,34790,9.664027777777779,37.487747611719755,15.440999999999999,-27.862000000000002,-19.764,835.738539595615,3578.8591,509.72080000000005,2187.3476
