,index,time,mod_B,Bx,By,Bz,r_sat,posX,posY,posZ
1208,62268,17.296805555555558,6.113655616732104,6.072,0.6760000000000004,0.22500000000000134,1902.9364184227857,3946.3583,-2985.852,1876.3692999999998
1209,62269,17.297083333333337,5.062580567260141,4.9670000000000005,-0.8679999999999997,-0.4529999999999987,1904.2842999178883,3948.9791000000005,-2985.8433,1874.6707999999999
1210,62270,17.297361111111112,4.167550599572848,3.7010000000000005,-1.8739999999999994,-0.3989999999999988,1905.6321186089765,3951.5987999999998,-2985.8336,1872.9717999999998
1211,62271,17.29763888888889,4.411713952649243,2.6620000000000004,-3.38,0.9760000000000012,1906.979911601933,3954.2173000000003,-2985.8231,1871.2723
1212,62272,17.29791666666667,5.50021035961353,2.1350000000000002,-4.404999999999999,2.5080000000000013,1908.3276424028336,3956.8345999999997,-2985.8118000000004,1869.5721999999998
1213,62273,17.298194444444444,5.550484032947037,2.5060000000000007,-3.0189999999999992,3.926000000000001,1909.6752715542327,3959.4507999999996,-2985.7995,1867.8715
1214,62274,17.298472222222223,6.729194751231385,2.7690000000000006,-1.4259999999999995,5.965000000000002,1911.0229630976858,3962.0657999999994,-2985.7865,1866.1704000000002
1215,62275,17.298750000000002,8.381466220178904,2.4120000000000004,-0.21599999999999966,8.024000000000003,1912.3706071326596,3964.6797000000006,-2985.7726000000002,1864.4687
1216,62276,17.29902777777778,9.309317321909273,2.46,2.3330000000000006,8.670000000000002,1913.718163268531,3967.2924000000007,-2985.7578,1862.7665000000002
1217,62277,17.299305555555556,9.104532387772588,2.2420000000000004,2.8390000000000004,8.355,1915.0657260437965,3969.904,-2985.7421999999997,1861.0637000000002
1218,62278,17.299583333333338,9.315680705133685,2.3850000000000007,3.061000000000001,8.469000000000001,1916.4132733981046,3972.5145,-2985.7257,1859.3604
1219,62279,17.299861111111113,8.577688849567814,2.5120000000000005,3.031,7.621,1917.7608042054387,3975.1238999999996,-2985.7083,1857.6566000000003
1220,62280,17.30013888888889,7.766416419430523,2.938,2.232,6.834000000000001,1919.1082636668548,3977.7320999999997,-2985.6901,1855.9522000000002
1221,62281,17.30041666666667,7.737548965919378,3.72,2.3080000000000003,6.380000000000002,1920.4557041295163,3980.3392,-2985.671,1854.2472999999998
1222,62282,17.300694444444446,7.365915896886145,4.077,1.6380000000000003,5.912000000000002,1921.8030496039526,3982.9451,-2985.651,1852.5419000000002
1223,62283,17.30097222222222,6.70017947520811,3.8980000000000006,0.08000000000000025,5.449000000000002,1923.1504863246987,3985.5499000000004,-2985.6303,1850.836
