OBJECT      =  FILE
OBJECT   =  HEADER
  PROGRAM   =  /home/magdata/software/fortran/mvn_20150406/mvn                                 
  CMD_LINE  =  -odl -mars -dz -sc -ss time dday ob_b posn ob_bdpl
  DATE      =  Wed May  2 18:06:25 2018
  HOST      =  gauss.gsfc.nasa.gov     
  COMMENT   =  This version mvn compiled with gnu fortran and spicelib 
               (GENERIC_TOOLKIT V.N0065)   on APR 1, 2015 by J. CONNERNEY
               (NASA/GSFC).mitigates SOLAR ARRAY dynamic SPACECRAFT FIELD.
  TITLE     =  MAVEN MAG
OBJECT      =  KERNEL_LIST
  META        4579  Tue May  1 11:56:36 2018  maven_rec_20180301_20180331_20180501a.tm
  TEXT        4146  Tue Mar  4 16:19:23 2014  mission_maven.ker
  TEXT        9497  Mon Apr  6 18:04:51 2015  sc_mod.ker
  TEXT       11438  Wed Sep  2 22:59:57 2015  mv_mags.ker
  TEXT        5257  Fri Jul 22 05:23:06 2016  naif0012.tls
  TEXT      114011  Mon Nov  3 17:02:21 2014  pck00009.tpc
  TEXT       12914  Fri Apr  6 05:21:03 2018  MVN_SCLKSCET.00055.tsc
  TEXT       97223  Sat Oct 10 05:21:27 2015  maven_v09.tf
  SPK      4364288  Tue Dec 10 05:21:08 2013  de430s.bsp
  SPK     93998080  Tue Dec 10 05:21:38 2013  mar097s.bsp
  SPK        17408  Wed Dec 11 05:21:05 2013  maven_struct_v00.bsp
  SPK      3497984  Fri Mar  9 05:21:12 2018  trj_orb_06638-06676_rec_v1.bsp
  SPK      3482624  Thu Mar 15 05:21:12 2018  trj_orb_06675-06714_rec_v1.bsp
  SPK      3853312  Thu Mar 22 05:21:13 2018  trj_orb_06713-06752_rec_v1.bsp
  SPK      3331072  Thu Mar 29 05:21:12 2018  trj_orb_06751-06789_rec_v1.bsp
  SPK      3460096  Thu Apr  5 05:21:14 2018  trj_orb_06788-06826_rec_v1.bsp
  CK      25202688  Sun Mar 25 05:22:34 2018  mvn_app_rel_180226_180304_v02.bc
  CK      23609344  Sun Mar 25 05:25:52 2018  mvn_sc_rel_180226_180304_v02.bc
  CK      29782016  Sun Apr  1 05:22:40 2018  mvn_app_rel_180305_180311_v02.bc
