,time,mod_B,Bx,By,Bz,r_sat
0,,,,,,
1,,,,,,2635.2259258231825
2,,,,,,2635.9243057675203
3,,,,,,2637.202365348151
4,,,,,,2638.4800061610194
5,,,,,,2639.7577251689945
6,,,,,,2641.0355214766787
7,,,,,,2642.3131602290205
8,,,,,,2643.590846594224
9,,,,,,2644.867204742184
10,,,,,,2646.1438706975578
11,,,,,,2647.421051757924
12,,,,,,2648.6973694917424
13,,,,,,2649.9737594836024
14,,,,,,2651.24995824732
15,,,,,,2652.5259965959267
16,,,,,,2653.8021052272406
17,,,,,,2655.077346214456
18,,,,,,2656.353100254588
19,,,,,,2657.6279854053864
20,,,,,,2658.903612179084
21,,,,,,2660.1783680325516
22,,,,,,2661.4529612758515
23,,,,,,2662.7276198449445
24,,,,,,2664.002079699073
25,,,,,,2665.276376183847
26,,,,,,2666.550962494537
27,,,,,,2667.8251211478646
28,,,,,,2669.098666798949
29,,,,,,2670.372458920402
30,,,,,,2671.645636935232
31,,,,,,2672.91954911626
32,,,,,,2674.19258179956
33,,,,,,2675.4651848527537
34,,,,,,2676.7383324590865
35,,,,,,2678.0107856064005
36,,,,,,2679.283335794664
37,,,,,,2680.5561638370373
38,,,,,,2681.8282963671963
39,,,,,,2683.100071928663
40,,,,,,2684.3720903250833
41,,,,,,2685.643443205682
42,,,,,,2686.915566050844
43,,,,,,2688.1865367600194
44,,,,,,2689.457338175931
45,,,,,,2690.72840856279
46,,,,,,2691.9993087436096
47,,,,,,2693.2697746034246
48,,,,,,2694.540506391374
49,,,,,,2695.811067285633
50,,,,,,2697.080470396658
51,1.375,936.5212754657526,769.83,-321.52,-425.51,2698.3508585497557
52,1.4027777777777777,937.1177798974898,770.3800000000001,-321.57,-425.78999999999996,2699.6203515849475
53,1.4305555555555556,937.7667367208117,770.98,-321.6,-426.11,2700.890347523793
54,1.4583333333333335,938.5296590412048,771.72,-321.6,-426.45,2702.159712015683
55,1.4861111111111112,939.2736603887071,772.4300000000001,-321.59,-426.81,2703.42858951736
56,1.5138888888888888,940.0307107217295,773.11,-321.69,-427.17,2704.6977736697227
57,1.5416666666666667,940.7627234324285,773.75,-321.68,-427.63,2705.9665195508214
58,1.5694444444444444,941.3946274543954,774.34,-321.71000000000004,-427.92999999999995,2707.235306260064
59,1.597222222222222,942.0097634313564,774.9399999999999,-321.68,-428.22,2708.5041329641617
60,1.625,942.5889767019345,775.47,-321.65999999999997,-428.55,2709.7727336804674
61,1.652777777777778,943.193797530497,776.0200000000001,-321.68,-428.86999999999995,2711.041159909504
62,1.6805555555555556,943.7385723811441,776.45,-321.76,-429.23,2712.3086838033523
63,1.7083333333333333,944.2303329696626,776.81,-321.84,-429.6,2713.57692016699
64,1.736111111111111,944.7141676718943,777.1700000000001,-321.91,-429.96,2714.8440407445087
65,1.7638888888888888,945.1497458604113,777.51,-321.94,-430.28,2716.112349419017
66,1.7916666666666667,945.5937735624109,777.91,-321.93,-430.54,2717.379541289971
67,1.8194444444444444,945.9194752197462,778.1800000000001,-321.94,-430.76,2718.6465022031025
68,1.8472222222222223,946.230037570146,778.48,-321.94,-430.9,2719.913286770997
69,1.875,946.4778689964178,778.69,-322.0,-431.02,2721.1800488956223
70,1.9027777777777777,946.712524106447,778.9599999999999,-322.01,-431.03999999999996,2722.4466337040285
71,1.9305555555555556,947.024174612243,779.3399999999999,-321.94,-431.09000000000003,2723.7132503604025
72,1.9583333333333333,947.2466137706696,779.7,-321.87,-430.98,2724.9798980461946
73,1.9861111111111112,947.5420486184241,780.15,-321.85,-430.83,2726.246102058277
74,2.013888888888889,947.8716844067028,780.6,-321.84999999999997,-430.74,2727.5113947661566
75,2.0416666666666665,948.2432701580327,781.05,-322.0,-430.63,2728.777658025092
76,2.0694444444444446,948.6639249491888,781.58,-322.06,-430.55,2730.0439497209272
77,2.097222222222222,948.9707271038449,781.98,-322.18,-430.41,2731.308854914112
78,2.125,949.3752983936331,782.4599999999999,-322.3,-430.34,2732.573993547775
79,2.1527777777777777,949.7153342975989,782.83,-322.43,-430.32,2733.839422073711
80,2.1805555555555554,950.0511958310458,783.21,-322.59,-430.25,2735.104140662398
81,2.2083333333333335,950.3686901408315,783.5799999999999,-322.71999999999997,-430.17999999999995,2736.3688840588975
82,2.236111111111111,950.6576629365588,783.9399999999999,-322.91,-430.02000000000004,2737.63344690786
83,2.263888888888889,951.0438409453056,784.43,-323.15000000000003,-429.8,2738.8977673524914
84,2.2916666666666665,951.3740339635091,784.86,-323.45,-429.52000000000004,2740.162110856193
85,2.319444444444444,951.7859795668352,785.36,-323.78000000000003,-429.27,2741.4264766149336
86,2.3472222222222223,952.3321931973107,786.05,-323.99,-429.06,2742.6894520891965
87,2.375,952.8793284041794,786.82,-324.14,-428.75,2743.953391020593
88,2.402777777777778,953.5104740379102,787.69,-324.24,-428.48,2745.217350470599
89,2.4305555555555554,954.0659970358445,788.45,-324.40999999999997,-428.19,2746.480387228271
90,2.4583333333333335,954.6379180087075,789.2199999999999,-324.55,-427.94,2747.743917056662
91,2.486111111111111,955.1489777516385,789.89,-324.74,-427.7,2749.0065231293847
92,2.513888888888889,955.7695865636236,790.6700000000001,-325.01,-427.44,2750.2688802182947
93,2.541666666666667,956.3554576620556,791.47,-325.21999999999997,-427.11,2751.5324638442517
94,2.5694444444444446,956.8636503703127,792.27,-325.41,-426.62,2752.7948541790147
95,2.5972222222222223,957.4604379294217,793.1899999999999,-325.53999999999996,-426.15,2754.056793365712
96,2.625,957.9935870349028,794.02,-325.70000000000005,-425.68,2755.3190148521044
97,2.6527777777777777,958.6243982916353,794.9499999999999,-325.80999999999995,-425.28000000000003,2756.5809837990255
98,2.6805555555555554,959.179667267817,795.7700000000001,-325.86,-424.96,2757.8429664150835
99,2.7083333333333335,959.7431763758469,796.61,-325.91,-424.62,2759.1044967256594
100,2.7361111111111107,960.3177781338842,797.4499999999999,-325.90000000000003,-424.35,2760.3660397966396
101,2.763888888888889,960.8550448949103,798.2199999999999,-325.95000000000005,-424.08,2761.6266516262694
102,2.7916666666666665,961.4675046510932,799.08,-326.0,-423.81,2762.8882177931528
103,2.819444444444444,962.0159323524741,799.86,-326.03000000000003,-423.56,2764.148387165861
104,2.847222222222222,962.5271886030025,800.64,-326.03999999999996,-423.23999999999995,2765.4095101068706
105,2.875,963.0339896909143,801.38,-326.03,-423.0,2766.6696990753107
106,2.9027777777777777,963.5158965476387,802.0600000000001,-326.08,-422.77,2767.9305726162265
107,2.9305555555555554,964.0170585108959,802.7900000000001,-326.05,-422.54999999999995,2769.190510390744
108,2.9583333333333335,964.4951419784343,803.5,-326.0,-422.33,2770.4502605780026
109,2.986111111111111,964.9652583383507,804.1899999999999,-325.91,-422.15999999999997,2771.7099441078935
110,3.013888888888889,965.3551160583343,804.76,-325.8,-422.05,2772.9692454108035
111,3.041666666666667,965.6949319531506,805.26,-325.74,-421.92,2774.2287461180513
112,3.069444444444444,966.046385221745,805.7,-325.72,-421.9,2775.4882513194625
113,3.097222222222222,966.2896080885896,805.95,-325.81,-421.90999999999997,2776.747299722011
114,3.1249999999999996,966.5344044574925,806.17,-325.94,-421.95,2778.0063517384388
115,3.152777777777778,966.678542691416,806.29,-325.98,-422.02,2779.2654065971738
116,3.1805555555555554,966.8171124364732,806.4,-326.08,-422.05,2780.5240040065482
117,3.208333333333333,966.819075628941,806.37,-326.16,-422.05,2781.7818502036507
118,3.236111111111111,966.744409086497,806.25,-326.3,-422.0,2783.0404503337204
119,3.263888888888889,966.6550975916902,806.16,-326.4,-421.89000000000004,2784.2978383006684
120,3.2916666666666665,966.5052884490597,805.99,-326.57,-421.74,2785.556170144042
121,3.3194444444444446,966.4443240042336,805.9300000000001,-326.77,-421.56,2786.813556287925
122,3.347222222222222,966.3504357116004,805.86,-326.90999999999997,-421.37,2788.0716957494715
123,3.375,966.1806312486294,805.75,-327.04,-421.09,2789.328620203104
124,3.4027777777777777,966.0169121190373,805.6999999999999,-327.13,-420.74,2790.5855417076555
125,3.430555555555556,965.7512691164325,805.61,-327.21,-420.23999999999995,2791.842459502466
126,3.4583333333333335,965.5496981512655,805.64,-327.26,-419.68,2793.0998614400078
127,3.486111111111111,965.3233629204257,805.75,-327.18,-419.01,2794.356314065196
128,3.513888888888889,965.1209903944687,805.98,-327.04,-418.21000000000004,2795.612003299294
129,3.5416666666666665,964.9210145913498,806.26,-326.82000000000005,-417.38,2796.8679888791776
130,3.5694444444444446,964.6592793313088,806.4599999999999,-326.6,-416.56,2798.124154389712
131,3.597222222222222,964.3958044807121,806.66,-326.36,-415.74999999999994,2799.380312212703
132,3.625,964.0842289966163,806.78,-326.11,-414.99,2800.636276256041
133,3.6527777777777777,963.8095962377631,806.95,-325.92,-414.16999999999996,2801.891962950497
134,3.6805555555555554,963.5644195900968,807.1500000000001,-325.69,-413.39,2803.146695065446
135,3.708333333333333,963.3107560906814,807.32,-325.52,-412.6,2804.401909173732
136,3.736111111111111,963.1069152487693,807.47,-325.33,-411.97999999999996,2805.6566206262296
137,3.763888888888889,962.893365799142,807.5500000000001,-325.17,-411.45,2806.911813357792
138,3.7916666666666665,962.6917122838443,807.65,-325.02000000000004,-410.9,2808.1657797737043
139,3.8194444444444446,962.4401906612171,807.6899999999999,-324.82,-410.39,2809.420948421669
140,3.847222222222222,962.1739379135146,807.68,-324.7,-409.88,2810.6747067507704
141,3.875,961.9324737734973,807.69,-324.54,-409.41999999999996,2811.928633687806
142,3.9027777777777777,961.5996207881947,807.5699999999999,-324.47,-408.92999999999995,2813.182094921438
143,3.930555555555556,961.3174941193986,807.4799999999999,-324.45,-408.46,2814.435810673818
144,3.9583333333333335,961.0020227866328,807.3499999999999,-324.38,-408.03,2815.6901873297975
145,3.986111111111111,960.6950579658458,807.2199999999999,-324.36,-407.58000000000004,2816.9431518802294
146,4.013888888888889,960.3623751480479,807.04,-324.3,-407.2,2818.19654955403
147,4.041666666666666,959.9544508464971,806.6999999999999,-324.39,-406.84,2819.4485340731408
148,4.069444444444445,959.5954361083633,806.41,-324.45,-406.52,2820.701177029292
149,4.097222222222222,959.1219553320631,806.02,-324.52000000000004,-406.12,2821.954070930171
150,4.125,958.6576462429118,805.67,-324.63,-405.63,2823.2064971900127
151,4.152777777777778,958.2024104540752,805.39,-324.68,-405.07,2824.4589039843177
152,4.180555555555555,957.7337115294625,805.15,-324.73999999999995,-404.39,2825.7102521225297
153,4.208333333333333,957.2578689673958,804.89,-324.84,-403.7,2826.962347411508
154,4.236111111111111,956.7052813693463,804.48,-325.01,-403.07,2828.214243956295
155,4.263888888888888,956.1464085065634,804.02,-325.21000000000004,-402.5,2829.465348850724
156,4.291666666666667,955.5523871562458,803.4899999999999,-325.38,-402.01,2830.7171069641936
157,4.319444444444444,954.9385780247858,802.91,-325.59000000000003,-401.53999999999996,2831.967718543993
158,4.347222222222222,954.3381487711786,802.35,-325.74,-401.11,2833.2192526986146
159,4.375,953.7355269675131,801.77,-325.91999999999996,-400.69,2834.4698153629406
160,4.402777777777778,953.1525378972664,801.1899999999999,-326.12,-400.29999999999995,2835.719907506642
161,4.430555555555555,952.5543399722663,800.53,-326.40999999999997,-399.96000000000004,2836.9709208797403
162,4.458333333333334,951.9908093568971,799.91,-326.69,-399.63,2838.2208647243497
163,4.486111111111111,951.3565051020569,799.1500000000001,-327.02000000000004,-399.36999999999995,2839.470877421246
164,4.513888888888889,950.7470094615076,798.42,-327.36,-399.09999999999997,2840.720321479971
165,4.541666666666667,950.1756658639497,797.76,-327.7,-398.78,2841.9698344596836
166,4.569444444444445,949.560727547217,797.0600000000001,-328.01,-398.46,2843.219491315649
167,4.597222222222222,949.0147316559421,796.4699999999999,-328.3,-398.09999999999997,2844.468675479048
168,4.625,948.450945225951,795.81,-328.55,-397.87,2845.71755892511
169,4.652777777777778,947.9109630128771,795.15,-328.88,-397.63,2846.966682106623
170,4.680555555555556,947.3852125719507,794.48,-329.25,-397.41,2848.2155030464482
171,4.708333333333333,946.7829399075587,793.76,-329.64,-397.09,2849.4641210641694
172,4.736111111111111,946.2984640165067,793.14,-330.03,-396.84999999999997,2850.7114885068604
173,4.763888888888889,945.8080893077623,792.51,-330.39,-396.64,2851.9602109197167
174,4.791666666666667,945.3313293232167,791.89,-330.74,-396.45,2853.20845851398
175,4.819444444444445,944.835173667873,791.3,-330.95,-396.27,2854.455283933894
176,4.847222222222222,944.3232345971372,790.68,-331.21000000000004,-396.07,2855.7034620287586
177,4.875,943.9200066742943,790.0699999999999,-331.54,-396.04999999999995,2856.951164823511
178,4.902777777777778,943.4477258438859,789.33,-331.97,-396.04,2858.1980517721086
179,4.930555555555556,943.0474018839137,788.7299999999999,-332.33,-395.98,2859.445410312127
180,4.958333333333334,942.6345789328969,788.15,-332.63,-395.9,2860.6916162565767
181,4.986111111111111,942.2122150556106,787.59,-332.95,-395.74,2861.9379514600478
182,5.013888888888889,941.8060468058165,787.13,-333.15,-395.52,2863.1851956547434
183,5.041666666666667,941.3355978077105,786.68,-333.17999999999995,-395.27,2864.431014802849
184,5.069444444444444,940.8498076207487,786.31,-333.12,-394.9,2865.676794192871
185,5.097222222222222,940.2865070817511,785.88,-333.03,-394.49,2866.9234812864925
186,5.125,939.6550293059682,785.39,-332.96,-394.02000000000004,2868.168907666337
187,5.152777777777778,938.9667215615258,784.8299999999999,-332.93,-393.52,2869.414127527314
188,5.180555555555556,938.1624243701087,784.16,-332.95,-392.92,2870.6593054944697
189,5.208333333333333,937.3668391830383,783.56,-332.90000000000003,-392.26,2871.9046046973353
190,5.236111111111111,936.520219375962,782.9300000000001,-332.8,-391.58,2873.149424783891
191,5.263888888888889,935.7218296587935,782.41,-332.59999999999997,-390.88,2874.394200800968
192,5.291666666666667,934.9131234505161,781.9,-332.3,-390.21999999999997,2875.638769351882
193,5.319444444444445,934.0723788336747,781.37,-331.98,-389.54,2876.883183755922
194,5.347222222222222,933.2281633662798,780.8199999999999,-331.65,-388.9,2878.1273899667967
195,5.375000000000001,932.299119810804,780.16,-331.34000000000003,-388.26,2879.371549998931
196,5.402777777777779,931.3510394045845,779.49,-331.07,-387.56,2880.615391255412
197,5.430555555555556,930.3804884562015,778.8100000000001,-330.76000000000005,-386.85999999999996,2881.859456819072
198,5.458333333333334,929.4566940960724,778.1899999999999,-330.51,-386.09999999999997,2883.101820852412
199,5.486111111111111,928.5506007213609,777.69,-330.12,-385.26,2884.3455174329883
