,time,mod_B,Bx,By,Bz,r_sat
0,,,,,,359.2257052822629
1,,,,,,359.9873909441276
2,,,,,,360.7503654338866
3,,,,,,361.5142793236605
4,,,,,,362.2792707200938
5,,,,,,363.0454021000196
6,,,,,,363.81357380595136
7,,,,,,364.5818492953772
8,,,,,,365.35125672722234
9,,,,,,366.1215834721688
10,,,,,,366.89429800719927
11,,,,,,367.66681120561907
12,,,,,,368.44134933130636
13,,,,,,369.21715480401645
14,,,,,,369.9930507009849
15,,,,,,370.77081345134
16,,,,,,371.5496842616958
17,,,,,,372.32960322713143
18,,,,,,373.1105688219982
19,,,,,,373.8926347185725
20,,,,,,374.67654890428867
21,,,,,,375.46075068067603
22,,,,,,376.2459905236569
23,,,,,,377.0330693052465
24,,,,,,377.8204316496631
25,,,,,,378.6096263158265
26,,,,,,379.39984948724805
27,,,,,,380.1911498222239
28,,,,,,380.98330853300513
29,,,,,,381.776655150481
30,,,,,,382.57090356517574
31,,,,,,383.3672992859156
32,,,,,,384.16362768848285
33,,,,,,384.9619299802189
34,,,,,,385.76028232571025
35,,,,,,386.56065033640607
36,,,,,,387.3620252243795
37,,,,,,388.1642310088914
38,,,,,,388.9674390220698
39,,,,,,389.77265004272977
40,,,,,,390.57811883378963
41,,,,,,391.3851461878603
42,,,,,,392.1922484931265
43,,,,,,393.00152085521313
44,,,,,,393.8117831562604
45,,,,,,394.62285183594395
46,,,,,,395.4347227377648
47,,,,,,396.24875509125695
48,,,,,,397.06262609533496
49,,,,,,397.87843259239116
50,0.015416666666666667,19.846653656725103,3.1342000000000003,19.5097,1.8541999999999998,398.69525132034323
51,0.015694444444444445,19.77879582532769,3.0782,19.4541,1.8065,399.51208763484965
52,0.015972222222222224,19.71255093842499,3.0232,19.3999,1.7575,400.3318442492932
53,0.01625,19.648183352920952,2.9679,19.3475,1.7079000000000002,401.1514248452072
54,0.01652777777777778,19.58572467742769,2.9131,19.2968,1.6577000000000002,401.971972699258
55,0.016805555555555556,19.523903620434105,2.8604000000000003,19.2461,1.6089000000000002,402.7944420814688
56,0.017083333333333332,19.464263259111558,2.8122000000000003,19.1967,1.5607,403.6179075707623
57,0.01736111111111111,19.406171479454674,2.7653,19.1486,1.5112,404.44118627924945
58,0.017638888888888888,19.350153034278566,2.7188,19.1026,1.4585,405.26660410597606
59,0.017916666666666668,19.297015208834758,2.6715000000000004,19.0596,1.4033999999999998,406.09351352868134
60,0.018194444444444447,19.246240512629996,2.6257,19.018700000000003,1.3463,406.92067782984213
61,0.018472222222222223,19.199836854775615,2.5806999999999998,18.982,1.2874,407.7485687055041
62,0.01875,19.157386879217114,2.5354,18.9492,1.2268,408.578590503098
63,0.01902777777777778,19.116936594548825,2.4886,18.9186,1.1622,409.40936280440883
64,0.019305555555555555,19.078023273389725,2.4379999999999997,18.8899,1.0949,410.240908434811
65,0.01958333333333333,19.038905358502102,2.386,18.861,1.0245,411.0735977623167
66,0.01986111111111111,18.99614110155007,2.3289,18.8285,0.9577,411.90818286381864
67,0.020138888888888887,18.953771968133417,2.2694,18.796100000000003,0.8955,412.7423511418888
68,0.020416666666666666,18.91023518256714,2.2123999999999997,18.7619,0.8327,413.5786369561174
69,0.020694444444444442,18.863466172737184,2.1578,18.7239,0.768,414.4156540320396
70,0.020972222222222222,18.818391783837427,2.1057,18.686999999999998,0.7028,415.25383328816724
71,0.02125,18.774181063364654,2.0562,18.6504,0.636,416.0927384843744
72,0.021527777777777778,18.729959762903924,2.0094,18.613,0.5744,416.9333165811536
73,0.021805555555555557,18.68710723065504,1.965,18.5762,0.5211,417.77482097484017
74,0.022083333333333333,18.643968113574967,1.9205,18.538600000000002,0.4791,418.61632085917245
75,0.022361111111111106,18.600516939321874,1.8734,18.5006,0.4442999999999999,419.46064425310124
76,0.022638888888888892,18.557148704744485,1.8259999999999998,18.4626,0.4073,420.3049585293729
77,0.02291666666666667,18.516789512223763,1.7818,18.4272,0.3674,421.14974880806903
78,0.023194444444444448,18.479325047468592,1.7416,18.3942,0.3251,421.99686717882514
79,0.023472222222222224,18.44184610363073,1.7050999999999998,18.360699999999998,0.2811,422.8444551830571
80,0.02375,18.405517172847926,1.6712,18.328,0.2336,423.69318743189297
81,0.024027777777777776,18.37006469585777,1.64,18.2958,0.1827,424.5435636029383
82,0.02430555555555556,18.33512254908595,1.6114000000000002,18.2637,0.13179999999999997,425.39368300729984
83,0.024583333333333332,18.301597465521965,1.5845000000000002,18.2327,0.08049999999999999,426.24588918772224
84,0.02486111111111111,18.2690538947697,1.5589,18.2024,0.028199999999999985,427.098781523413
85,0.025138888888888888,18.237033286694412,1.535,18.1723,-0.025900000000000006,427.9523562451959
86,0.025416666666666664,18.205622017937202,1.5136999999999998,18.1424,-0.08190000000000001,428.80706432222405
87,0.025694444444444443,18.171930317112707,1.4905000000000002,18.1102,-0.1346,429.6633963084114
88,0.025972222222222223,18.139366224044323,1.4651000000000003,18.0792,-0.18059999999999998,430.520401321176
89,0.02625,18.109114983620817,1.4382,18.0505,-0.226,431.37853405901933
90,0.026527777777777775,18.07958412436525,1.4121000000000001,18.0223,-0.2721,432.2373348403994
91,0.026805555555555558,18.04886149234904,1.3862999999999999,17.9928,-0.31420000000000003,433.09774533510154
92,0.02708333333333333,18.02092453871332,1.3618999999999999,17.965899999999998,-0.3541,433.9583329102725
93,0.02736111111111111,17.992838340573172,1.3364999999999998,17.9389,-0.3897,434.8205246768998
94,0.02763888888888889,17.965242023418444,1.3096,17.9124,-0.42519999999999997,435.6845442736485
