,time,mod_B,Bx,By,Bz,r_sat
0,,,,,,
1,,,,,,5130.569605185219
2,,,,,,5129.956697762364
3,,,,,,5129.2307017999465
4,,,,,,5128.503123105907
5,,,,,,5127.775852624536
6,,,,,,5127.048992203121
7,,,,,,5126.321416334951
8,,,,,,5125.593309228912
9,,,,,,5124.865455755997
10,,,,,,5124.137071487836
11,,,,,,5123.408940780995
12,,,,,,5122.680173251329
13,,,,,,5121.950768992558
14,,,,,,5121.22175382288
15,,,,,,5120.492073142372
16,,,,,,5119.76275257369
17,,,,,,5119.0328253985135
18,,,,,,5118.303228968629
19,,,,,,5117.571999814978
20,,,,,,5116.842127704951
21,,,,,,5116.11161961731
22,,,,,,5115.3794790924585
23,,,,,,5114.648618922942
24,,,,,,5113.917231207875
25,,,,,,5113.185176978564
26,,,,,,5112.453407030998
27,,,,,,5111.721078512721
28,,,,,,5110.989034597656
29,,,,,,5110.256432170219
30,,,,,,5109.523118121342
31,,,,,,5108.790165729752
32,,,,,,5108.056654915517
33,,,,,,5107.323429511407
34,,,,,,5106.589569506785
35,,,,,,5105.855041738985
36,,,,,,5105.120909170286
37,,,,,,5104.38621833057
38,,,,,,5103.65173773959
39,,,,,,5102.916699071708
40,,,,,,5102.1820229199
41,,,,,,5101.446678414015
42,,,,,,5100.710734325208
43,,,,,,5099.975153041794
44,,,,,,5099.238938132919
45,,,,,,5098.501978976501
46,,,,,,5097.765493508732
47,,,,,,5097.0293356232505
48,,,,,,5096.291508094575
49,,,,,,5095.555115840911
50,,,,,,5094.816982670793
51,0.014027777777777776,3.4890523498508874,2.1558,2.6820999999999997,-0.5765,5094.079324320248
52,0.014305555555555556,3.4798803729438745,2.1444,2.6793,-0.5766,5093.340921510375
53,0.014583333333333335,3.4747838724156646,2.1488,2.6694,-0.5754,5092.602919000865
54,0.014861111111111111,3.471239118816219,2.1499,2.6645,-0.5726,5091.864321915431
55,0.01513888888888889,3.482305652868513,2.1537,2.6715999999999998,-0.5921,5091.126050745133
56,0.015416666666666667,3.4881577329587605,2.154,2.6751,-0.6093999999999999,5090.387109901052
57,0.015694444444444445,3.4784800445021964,2.1309,2.6790000000000003,-0.6181,5089.64857053077
58,0.01597222222222222,3.4699808717052036,2.121,2.6753000000000005,-0.6204,5088.908364798726
59,0.01625,3.4545215775849485,2.0994,2.6736,-0.6149,5088.16959423626
60,0.01652777777777778,3.4454586254953052,2.0827,2.6771999999999996,-0.6051,5087.429158407955
61,0.016805555555555556,3.4427515071523827,2.0728,2.6809000000000003,-0.6073,5086.689048920805
62,0.017083333333333332,3.450989944928846,2.0734,2.687,-0.6248,5085.949229460466
63,0.01736111111111111,3.452814928431583,2.0614,2.6976,-0.6289,5085.208891192311
64,0.017638888888888888,3.4523039683666323,2.0622,2.6968,-0.6269,5084.467882488108
65,0.017916666666666668,3.4500644631658695,2.0616,2.6932,-0.632,5083.72723847803
66,0.018194444444444444,3.4570195342230856,2.073,2.6905,-0.6441,5082.985962783119
67,0.018472222222222223,3.467572769243639,2.0799000000000003,2.6931,-0.6673,5082.244095038517
68,0.01875,3.463835582125687,2.0749,2.6898,-0.6767,5081.50247898317
69,0.019027777777777775,3.4606158324783753,2.0627,2.6938999999999997,-0.6812,5080.760305585536
70,0.019305555555555555,3.460925699867017,2.0617,2.6941,-0.685,5080.018423543455
