,time,mod_B,Bx,By,Bz,r_sat
49003,,,,,,5199.676903551177
49004,,,,,,5198.973210362248
49005,,,,,,5198.268871326767
49006,,,,,,5197.563886593311
49007,,,,,,5196.859163935493
49008,,,,,,5196.154880321768
49009,,,,,,5195.449952464312
49010,,,,,,5194.744289218359
49011,,,,,,5194.039065705472
49012,,,,,,5193.333109918018
49013,,2.745563876510616,0.636,2.4210000000000003,-1.128,5192.6265962349335
49014,,2.7481197663129606,0.641,2.4370000000000003,-1.0965,5191.920344809943
49015,,2.7514349438065953,0.6214999999999999,2.446,-1.096,5191.21345086019
49016,,2.759800083339371,0.6555,2.428,-1.1365,5190.5069059750185
49017,,2.7614987325725866,0.6305000000000001,2.4240000000000004,-1.1629999999999998,5189.799807589079
49018,,2.791877370157937,0.657,2.4425,-1.182,5189.092969491734
49019,,2.7864778843550866,0.653,2.455,-1.145,5188.385486803667
49020,,2.69179359349858,0.5995,2.3855,-1.0935,5187.677362921266
49021,,2.651200341354836,0.5680000000000001,2.367,-1.0505,5186.969587550579
49022,,2.6659308411884957,0.5860000000000001,2.393,-1.0185,5186.262163912954
49023,,2.659314244311868,0.6054999999999999,2.3890000000000002,-0.999,5185.553103784781
49024,,2.659993843977839,0.6145,2.401,-0.966,5184.844303811749
49025,,2.6790531909613144,0.653,2.414,-0.9610000000000001,5184.135943903029
49026,,2.6818847849972975,0.659,2.428,-0.929,5183.426944408369
49027,,2.6439531009456276,0.658,2.382,-0.9399999999999998,5182.717296645367
49028,,2.6062540647450314,0.619,2.3495,-0.943,5182.007913341386
49029,,2.5887707990473006,0.592,2.3375,-0.942,5181.297979076453
49030,,2.595195175704517,0.613,2.338,-0.9450000000000001,5180.588304713436
49031,,2.5891240314052166,0.6375,2.321,-0.9540000000000001,5179.878074364266
49032,,2.600116199326484,0.665,2.327,-0.9505000000000001,5179.168114693553
49033,,2.5737220615287892,0.6519999999999999,2.289,-0.9795,5178.457506206074
49034,,2.562598973698382,0.6365,2.2845,-0.9709999999999999,5177.746347766417
49035,,2.5424844640626616,0.6809999999999999,2.2415,-0.9879999999999999,5177.035449014906
49036,,2.4908888473795856,0.6425,2.189,-1.0,5176.323907107244
49037,,2.431385356129299,0.5864999999999999,2.1485,-0.9755,5175.6117221174645
49038,,2.4084502278436233,0.5725,2.1405,-0.9440000000000002,5174.899897068972
49039,,2.4018028645165694,0.5569999999999999,2.138,-0.942,5174.188418698393
49040,,2.4297718514296767,0.5814999999999999,2.1399999999999997,-0.993,5173.476297487106
49041,,2.420159808772966,0.5835,2.1005,-1.051,5172.762544665749
49042,,2.4094798193801084,0.596,2.064,-1.091,5172.0501343802225
49043,,2.4178931944980526,0.6045,2.0549999999999997,-1.1215,5171.338077687371
49044,,2.41634243227238,0.6385,2.0175,-1.1665,5170.62439018984
49045,,2.3644101801506436,0.599,1.9614999999999998,-1.1764999999999999,5169.911048713633
49046,,2.3541447491605094,0.5525,1.9609999999999999,-1.1794999999999998,5169.197974524979
49047,,2.3886987043158037,0.5645,1.9989999999999999,-1.1794999999999998,5168.483348451549
49048,,2.404442243016039,0.5855,2.0115,-1.1800000000000002,5167.770081290411
49049,,2.419867145113549,0.596,2.021,-1.19,5167.055080926319
49050,,2.4357416221758825,0.5860000000000001,2.0245,-1.2209999999999999,5166.340521150976
49051,,2.448853762477458,0.5835,2.0255,-1.2465,5165.626229416548
