,time,mod_B,Bx,By,Bz,r_sat,posX,posY,posZ
1105,0.3070833333333333,3.5177152741516755,-0.3045,3.4095,-0.8105,5558.460959760438,1012.12165,-71.33675000000001,-8890.2438
1106,0.3073611111111111,3.528820057753016,-0.20900000000000002,3.439,-0.763,5558.927767420357,1013.2911,-72.55765,-8890.57055
1107,0.3076388888888889,3.4803974270189317,-0.1405,3.399,-0.7350000000000001,5559.394329972961,1014.4605000000001,-73.77855,-8890.89675
1108,0.30791666666666667,3.457496312362459,-0.1615,3.3685,-0.7625,5559.860691324289,1015.6297999999999,-74.99945,-8891.22245
1109,0.30819444444444444,3.439047288130828,-0.17149999999999999,3.353,-0.745,5560.326807489504,1016.79905,-76.22035,-8891.5476
1110,0.30847222222222215,3.4651051210605432,-0.16899999999999998,3.3645000000000005,-0.8115,5560.792678440551,1017.9682500000001,-77.44125,-8891.8722
1111,0.30874999999999997,3.448988293688455,-0.1315,3.348,-0.818,5561.258304377333,1019.1374,-78.66220000000001,-8892.196249999999
1112,0.3090277777777778,3.4688203686556043,-0.17650000000000002,3.3555,-0.8615,5561.723734700184,1020.3065,-79.88315,-8892.519799999998
1113,0.30930555555555556,3.4992349878223385,-0.2375,3.3770000000000002,-0.8855000000000001,5562.188913935706,1021.4755000000001,-81.1041,-8892.8428
1114,0.3095833333333333,3.605944848441251,-0.20249999999999999,3.4659999999999997,-0.974,5562.653852936602,1022.6445,-82.325,-8893.16525
1115,0.3098611111111111,3.64089171769774,-0.17,3.4854999999999996,-1.0385,5563.118590438049,1023.8134,-83.5459,-8893.4872
1116,0.31013888888888885,3.604765457002716,-0.203,3.45,-1.025,5563.583082380204,1024.98225,-84.7668,-8893.8086
1117,0.3104166666666667,3.522962176918736,-0.26,3.3655,-1.0085,5564.0473727315075,1026.151,-85.9877,-8894.1295
1118,0.31069444444444444,3.4611364463135517,-0.1985,3.3009999999999997,-1.0215,5564.511417446318,1027.3197,-87.2086,-8894.44985
1119,0.3109722222222222,3.3484150728366995,-0.259,3.1865,-0.9955,5564.975222283808,1028.4884,-88.4295,-8894.769649999998
1120,0.31124999999999997,3.3230583052363074,-0.282,3.1515,-1.0155,5565.438819587549,1029.65695,-89.6504,-8895.088950000001
1121,0.31152777777777774,3.280706440692309,-0.28350000000000003,3.1125,-0.9974999999999999,5565.902170579164,1030.8254499999998,-90.87125,-8895.4077
1122,0.31180555555555556,3.2732025219958514,-0.3235,3.0855,-1.0435,5566.365275781094,1031.9939,-92.0921,-8895.725900000001
1123,0.3120833333333333,3.2363317583338085,-0.35100000000000003,3.06,-0.9935,5566.828184822503,1033.1623,-93.31295,-8896.0436
1124,0.31236111111111114,3.217556875954176,-0.398,3.0439999999999996,-0.9635,5567.290848004249,1034.3306499999999,-94.53380000000001,-8896.36075
1125,0.31263888888888886,3.257849060346412,-0.4365,3.0860000000000003,-0.9484999999999999,5567.753309114759,1035.4989,-95.75465,-8896.6774
1126,0.3129166666666666,3.295713655644252,-0.4485,3.1195,-0.9640000000000001,5568.215524153995,1036.6671000000001,-96.9755,-8896.9935
1127,0.31319444444444444,3.310486293582863,-0.4085,3.1225,-1.0210000000000001,5568.677542884014,1037.8352499999999,-98.19635,-8897.3091
1128,0.3134722222222222,3.2759492517436835,-0.3755,3.0989999999999998,-0.9934999999999998,5569.13926583297,1039.0033500000002,-99.41720000000001,-8897.624099999999
1129,0.31375000000000003,3.3197798872816855,-0.3055,3.156,-0.9834999999999999,5569.600786538615,1040.17135,-100.63804999999999,-8897.9386
1130,0.3140277777777778,3.2771153855181847,-0.29300000000000004,3.1245000000000003,-0.944,5570.062110198428,1041.3393,-101.85884999999999,-8898.2526
1131,0.3143055555555555,3.2751907959689923,-0.2565,3.1405000000000003,-0.8935000000000001,5570.523187621163,1042.5072,-103.07964999999999,-8898.56605
1132,0.3145833333333333,3.2781893249170344,-0.16199999999999998,3.1710000000000003,-0.8155000000000001,5570.984013006469,1043.675,-104.30045,-8898.878950000002
1133,0.3148611111111111,3.2374196901236023,-0.1075,3.157,-0.709,5571.444647617567,1044.8428,-105.52125000000001,-8899.191350000001
1134,0.31513888888888886,3.206090571084978,-0.07749999999999999,3.1455,-0.6155,5571.905079637942,1046.0104999999999,-106.74204999999999,-8899.50325
1135,0.3154166666666666,3.251948531265525,-0.128,3.2050000000000005,-0.5355000000000001,5572.365265278536,1047.1781500000002,-107.96285,-8899.814600000002
1136,0.3156944444444444,3.27957447697106,-0.0935,3.2395000000000005,-0.5025000000000001,5572.825254159191,1048.34575,-109.18365000000001,-8900.12545
1137,0.3159722222222222,3.3074622446824695,-0.0955,3.272,-0.4734999999999999,5573.284996592326,1049.5133,-110.40445,-8900.43575
1138,0.31625,3.3324736683130745,-0.1325,3.3015,-0.4335,5573.744541509276,1050.6808,-111.62520000000002,-8900.74555
1139,0.3165277777777778,3.33084861559333,-0.0855,3.2935000000000003,-0.49000000000000005,5574.203828176282,1051.84815,-112.84594999999999,-8901.054800000002
1140,0.31680555555555556,3.275879805487375,-0.03650000000000001,3.2435,-0.458,5574.662874076001,1053.0155,-114.06670000000001,-8901.3635
1141,0.3170833333333333,3.22427615907819,-0.027500000000000014,3.2045000000000003,-0.35550000000000004,5575.121722903483,1054.1828,-115.28745,-8901.6717
1142,0.3173611111111111,3.188045090647245,0.004999999999999993,3.1755,-0.28250000000000003,5575.580319166368,1055.35,-116.50819999999999,-8901.97935
1143,0.3176388888888889,3.1796613813423593,0.05049999999999999,3.1715,-0.22199999999999998,5576.038668762144,1056.5171500000001,-117.72894999999998,-8902.28645
1144,0.3179166666666666,3.124183773403863,0.101,3.1185,-0.15899999999999997,5576.496815347506,1057.6842000000001,-118.94969999999998,-8902.59305
1145,0.31819444444444445,3.067237886111868,0.178,3.0605,-0.098,5576.954720298002,1058.8512500000002,-120.1704,-8902.899099999999
1146,0.3184722222222222,3.027925032097063,0.217,3.02,-0.028999999999999998,5577.412422756743,1060.0182,-121.39115,-8903.20465
1147,0.31875,2.9485759698539225,0.183,2.941,0.1055,5577.869872433816,1061.18505,-122.61190000000002,-8903.50965
1148,0.3190277777777778,2.886847848432612,0.184,2.8715,0.23349999999999999,5578.327130029702,1062.3519000000001,-123.8326,-8903.81415
1149,0.3193055555555555,2.759619946659322,0.02649999999999999,2.7439999999999998,0.292,5578.784140623179,1063.5187,-125.0533,-8904.1181
1150,0.3195833333333333,2.6078806529440723,-0.03450000000000002,2.579,0.3855,5579.240898184525,1064.6853999999998,-126.274,-8904.4215
1151,0.3198611111111111,2.5676380683421876,-0.03950000000000002,2.529,0.442,5579.697458322053,1065.85205,-127.49470000000001,-8904.7244
1152,0.32013888888888886,2.52754629037729,-0.053000000000000026,2.4875,0.445,5580.153771361842,1067.01865,-128.7154,-8905.026749999999
