,time,mod_B,Bx,By,Bz,r_sat,posX,posY,posZ
48707,13.529861111111112,4.837645165780558,-2.4055,3.8355000000000006,-1.7045000000000001,5579.029345184536,1010.99185,-60.5071,-8911.1538
48708,13.530138888888889,4.7808054760678145,-2.326,3.8280000000000003,-1.671,5579.485884658802,1012.1431500000001,-61.73805,-8911.47415
48709,13.530416666666667,4.572791324781835,-2.2920000000000003,3.6245000000000003,-1.5875000000000001,5579.942226112138,1013.2944,-62.96895000000001,-8911.794
48710,13.530694444444446,4.466372353487783,-2.32,3.5089999999999995,-1.501,5580.398320361656,1014.4456,-64.19985,-8912.113299999999
48711,13.530972222222223,4.360706680115047,-2.2725,3.4244999999999997,-1.4575,5580.854211330895,1015.5967,-65.43075,-8912.4321
48712,13.53125,4.342623112820176,-2.2855,3.397,-1.4475,5581.309855019741,1016.7477500000001,-66.66165,-8912.75035
48713,13.531527777777777,4.179127570438595,-2.4,3.149,-1.3375,5581.76530094689,1017.89875,-67.89255,-8913.0681
48714,13.531805555555556,4.158093162736978,-2.4535,3.1175,-1.2455,5582.220499523536,1019.0496999999999,-69.12345,-8913.3853
48715,13.532083333333333,4.17067095921028,-2.4605,3.06,-1.406,5582.675500267063,1020.2005999999999,-70.35435,-8913.702000000001
48716,13.532361111111111,4.03487540080236,-2.4170000000000003,2.9955000000000003,-1.2105000000000001,5583.130247376819,1021.3513999999999,-71.5852,-8914.01815
48717,13.532638888888888,4.067295170011638,-2.339,3.063,-1.2999999999999998,5583.584796569403,1022.50215,-72.81604999999999,-8914.3338
48718,13.532916666666665,3.892551797985481,-2.293,2.8845,-1.2545,5584.039098259276,1023.6528500000001,-74.04690000000001,-8914.6489
48719,13.533194444444444,3.825379098860661,-2.156,2.9405,-1.157,5584.493152297362,1024.8035,-75.27775,-8914.96345
48720,13.53347222222222,3.857004958513795,-2.218,2.919,-1.1985,5584.9469589963865,1025.9541000000002,-76.50865,-8915.27745
48721,13.533750000000001,3.7338243799086213,-2.1625,2.8865,-0.966,5585.400561864413,1027.1046000000001,-77.73955,-8915.59095
48722,13.534027777777776,3.7662493279123197,-2.088,2.977,-0.9809999999999999,5585.853966142872,1028.2550500000002,-78.9704,-8915.90395
48723,13.534305555555557,3.7331376548421034,-2.1505,2.9125,-0.9105000000000001,5586.307122626003,1029.40545,-80.20125,-8916.216400000001
48724,13.534583333333334,3.6902719750717563,-2.119,2.916,-0.7905,5586.76003127235,1030.5557999999999,-81.4321,-8916.5283
48725,13.534861111111109,3.642016920608689,-2.117,2.886,-0.6735,5587.212741730447,1031.7060999999999,-82.66295,-8916.8397
48726,13.53513888888889,3.6224098677537864,-2.1420000000000003,2.8645,-0.573,5587.665198472912,1032.8563,-83.8938,-8917.15055
48727,13.535416666666666,3.601679989949135,-2.0985,2.8825,-0.5095,5588.117406739619,1034.00645,-85.1246,-8917.46085
48728,13.535694444444445,3.56171450989548,-2.133,2.803,-0.5285,5588.56941087081,1035.1564999999998,-86.3554,-8917.77065
48729,13.535972222222222,3.475395624961279,-2.0735,2.7555,-0.43149999999999994,5589.0212227634765,1036.30655,-87.58624999999999,-8918.07995
48730,13.536249999999999,3.4506232045820364,-2.104,2.7065,-0.39349999999999996,5589.472780790324,1037.4564999999998,-88.8171,-8918.3887
48731,13.536527777777778,3.3886878729089225,-2.0545,2.6729999999999996,-0.34249999999999997,5589.924139705359,1038.6064000000001,-90.0479,-8918.696950000001
48732,13.536805555555555,3.3856903653464827,-2.042,2.6855,-0.28500000000000003,5590.375250509789,1039.75625,-91.2787,-8919.004649999999
48733,13.537083333333333,3.3462629155522134,-2.0364999999999998,2.649,-0.1815,5590.826113040561,1040.90605,-92.5095,-8919.3118
48734,13.53736111111111,3.35031214963621,-2.023,2.6635,-0.19449999999999998,5591.276771187201,1042.05575,-93.7403,-8919.61845
48735,13.537638888888889,3.26755719154233,-2.075,2.523,-0.07600000000000001,5591.72718039399,1043.2054,-94.97105,-8919.92455
48736,13.537916666666666,3.332680977831511,-2.0774999999999997,2.6035,-0.11200000000000002,5592.177391337,1044.355,-96.20185000000001,-8920.23015
48737,13.538194444444446,3.2565745807519906,-2.1130000000000004,2.4779999999999998,-0.005000000000000002,5592.627353867481,1045.50455,-97.43265,-8920.5352
48738,13.538472222222222,3.2379782658319374,-2.132,2.437,0.010499999999999995,5593.077062198885,1046.654,-98.66345,-8920.8397
48739,13.538749999999999,3.2448970707866835,-2.189,2.394,-0.08,5593.526571089577,1047.8034,-99.8942,-8921.1437
48740,13.539027777777779,3.1971717579761023,-2.1535,2.363,0.024,5593.975875215415,1048.9527,-101.12495,-8921.447199999999
48741,13.539305555555554,3.192269098932607,-2.198,2.3129999999999997,-0.097,5594.424936558447,1050.102,-102.3557,-8921.75015
48742,13.539583333333335,3.1603611739799615,-2.2205000000000004,2.2474999999999996,-0.0775,5594.873749183871,1051.2512499999998,-103.58644999999999,-8922.05255
48743,13.539861111111112,3.1685820566934986,-2.246,2.232,-0.1165,5595.322356934188,1052.4004,-104.8172,-8922.354449999999
48744,13.540138888888887,3.153971028719192,-2.2399999999999998,2.211,-0.20350000000000001,5595.7707656761095,1053.5495,-106.04794999999999,-8922.65585
48745,13.540416666666667,3.119359269144867,-2.215,2.185,-0.22350000000000003,5596.218919152571,1054.6985,-107.27865,-8922.9567
48746,13.540694444444444,3.1439292692425505,-2.2824999999999998,2.146,-0.263,5596.666873419372,1055.84745,-108.50935,-8923.25705
48747,13.540972222222223,3.145128415502299,-2.2955,2.1135,-0.39449999999999996,5597.114629112069,1056.99635,-109.74010000000001,-8923.5569
48748,13.54125,3.1288108763554243,-2.2715,2.1205,-0.365,5597.562135212373,1058.1452000000002,-110.97079999999998,-8923.8562
48749,13.541527777777778,3.1736229297129808,-2.2975000000000003,2.136,-0.4805,5598.009386526774,1059.2939499999998,-112.20149999999998,-8924.15495
48750,13.541805555555555,3.1578790350486825,-2.286,2.12,-0.502,5598.4564385099475,1060.4426500000002,-113.43220000000001,-8924.4532
48751,13.542083333333332,3.19594450045679,-2.311,2.1405000000000003,-0.54,5598.903241330018,1061.5913,-114.66290000000001,-8924.750900000001
48752,13.542361111111111,3.1666141223710857,-2.3400000000000003,2.054,-0.577,5599.349838906197,1062.73985,-115.89360000000002,-8925.0481
48753,13.542638888888888,3.174341860921725,-2.321,2.075,-0.6194999999999999,5599.796187402213,1063.88835,-117.12429999999999,-8925.34475
48754,13.542916666666667,3.1452427966692813,-2.3115,2.048,-0.596,5600.24228605573,1065.0368,-118.35495,-8925.64085
48755,13.543194444444444,3.195747095750851,-2.2675,2.161,-0.6335,5600.688185788291,1066.1852,-119.58564999999999,-8925.93645
48756,13.543472222222224,3.0823266374607345,-2.2310000000000003,2.0454999999999997,-0.5825,5601.133835601703,1067.33355,-120.81629999999998,-8926.2315
48757,13.54375,3.0551299481364125,-2.135,2.105,-0.587,5601.57927983638,1068.4818,-122.04695000000001,-8926.52605
48758,13.544027777777776,3.0192631965431564,-2.13,2.0575,-0.588,5602.02452446164,1069.6299999999999,-123.2776,-8926.8201
48759,13.544305555555557,3.0352492484143703,-2.117,2.1069999999999998,-0.5399999999999999,5602.469563288706,1070.7781,-124.50825,-8927.11365
48760,13.544583333333332,3.027873304813132,-2.1885000000000003,2.0115,-0.5765,5602.914309053836,1071.9261999999999,-125.73890000000002,-8927.4066
48761,13.544861111111112,3.033063344211591,-2.1510000000000002,2.0675,-0.546,5603.358848311169,1073.0742,-126.9695,-8927.69905
48762,13.54513888888889,3.0518389947702027,-2.1715,2.065,-0.578,5603.803188459756,1074.22215,-128.20015,-8927.991
48763,13.545416666666664,3.0705588253606217,-2.123,2.1495,-0.5485,5604.247278290687,1075.37005,-129.43075000000002,-8928.2824
48764,13.545694444444445,3.039424534348566,-2.1875,2.045,-0.5205,5604.691112622071,1076.51785,-130.66135,-8928.57325
48765,13.545972222222222,3.0617198598173543,-2.1665,2.0974999999999997,-0.53,5605.134747651193,1077.6656,-131.892,-8928.8636
48766,13.54625,2.991038782764276,-2.115,2.048,-0.5279999999999999,5605.578132236119,1078.8133,-133.1226,-8929.1534
48767,13.546527777777778,2.9673778829127917,-2.039,2.1005,-0.48550000000000004,5606.021261213987,1079.9609,-134.3532,-8929.44265
48768,13.546805555555556,2.9671726441176287,-2.0285,2.101,-0.5245,5606.4641899837,1081.10845,-135.5838,-8929.7314
